bathrooms,bedrooms,num_beds,can_instant_book,is_fully_refundable,is_superhost,is_new_listing,room_type_category,person_capacity,lat,lng,url,listing_key
1.0,1.0,2,True,True,False,False,private_room,4,21.141674,-86.827988,https://www.airbnb.com/rooms/9014388,9014388
1.0,1.0,1,True,True,False,True,entire_home,2,21.14937,-86.83901999999998,https://www.airbnb.com/rooms/35421750,35421750
1.0,1.0,2,True,True,True,False,entire_home,4,21.141820000000006,-86.83131,https://www.airbnb.com/rooms/22002557,22002557
1.0,1.0,1,True,True,True,False,entire_home,2,21.15377,-86.85194,https://www.airbnb.com/rooms/23044534,23044534
1.0,1.0,1,False,True,True,False,entire_home,2,21.13758,-86.8499,https://www.airbnb.com/rooms/18426024,18426024
1.0,1.0,1,True,True,False,False,entire_home,2,21.166801,-86.83419,https://www.airbnb.com/rooms/18124741,18124741
1.5,1.0,1,True,True,False,False,private_room,2,21.131672,-86.868561,https://www.airbnb.com/rooms/30075094,30075094
2.0,3.0,4,True,True,True,False,entire_home,8,21.14812,-86.84919000000002,https://www.airbnb.com/rooms/13771020,13771020
1.0,1.0,1,True,True,False,False,private_room,2,21.16352,-86.82764,https://www.airbnb.com/rooms/34063784,34063784
1.0,1.0,1,False,True,True,False,private_room,2,21.11931,-86.84057,https://www.airbnb.com/rooms/22083962,22083962
1.0,1.0,1,True,True,False,False,private_room,2,21.182156,-86.8134,https://www.airbnb.com/rooms/24555627,24555627
1.0,1.0,1,True,True,False,False,private_room,2,21.15255,-86.82882,https://www.airbnb.com/rooms/34092041,34092041
1.0,1.0,1,True,True,True,False,private_room,2,21.14864,-86.84539000000002,https://www.airbnb.com/rooms/28960172,28960172
1.0,1.0,1,True,True,True,False,entire_home,2,21.155703,-86.82785,https://www.airbnb.com/rooms/21893963,21893963
1.0,1.0,1,True,True,False,False,private_room,2,21.19604,-86.81909,https://www.airbnb.com/rooms/33228798,33228798
1.0,1.0,2,True,True,True,False,private_room,3,21.15825,-86.83819,https://www.airbnb.com/rooms/24912655,24912655
1.0,2.0,2,True,True,True,False,entire_home,6,21.13827,-86.8475,https://www.airbnb.com/rooms/27340651,27340651
1.0,1.0,3,True,True,False,False,entire_home,4,21.166,-86.82896,https://www.airbnb.com/rooms/31661830,31661830
1.0,1.0,1,True,True,False,False,entire_home,2,21.15639,-86.83519,https://www.airbnb.com/rooms/32448037,32448037
1.0,1.0,1,True,True,False,False,entire_home,2,21.09039,-86.85705,https://www.airbnb.com/rooms/23543878,23543878
1.0,1.0,2,True,True,False,False,private_room,4,21.17474,-86.82647,https://www.airbnb.com/rooms/15282518,15282518
1.0,1.0,1,True,True,True,False,entire_home,2,21.0876,-86.84311,https://www.airbnb.com/rooms/20213490,20213490
1.5,1.0,1,True,True,False,False,private_room,2,21.13058,-86.76513,https://www.airbnb.com/rooms/18181878,18181878
1.0,0.0,1,True,True,False,False,entire_home,2,21.12837,-86.76344,https://www.airbnb.com/rooms/30287667,30287667
1.0,1.0,2,True,True,False,False,private_room,4,21.17518,-86.8245,https://www.airbnb.com/rooms/19943378,19943378
1.5,1.0,1,False,True,False,False,private_room,2,21.14495,-86.84655,https://www.airbnb.com/rooms/16604487,16604487
1.0,0.0,1,True,True,False,False,private_room,2,21.18463,-86.83416,https://www.airbnb.com/rooms/32841627,32841627
1.0,2.0,2,True,True,False,False,entire_home,4,21.13758,-86.84324000000002,https://www.airbnb.com/rooms/24149904,24149904
1.0,1.0,1,False,True,True,False,entire_home,2,21.1626,-86.84178,https://www.airbnb.com/rooms/16643266,16643266
1.0,2.0,3,True,True,False,False,entire_home,7,21.161837,-86.842049,https://www.airbnb.com/rooms/22602634,22602634
1.0,1.0,2,True,True,True,False,entire_home,4,21.14588,-86.82903,https://www.airbnb.com/rooms/32164824,32164824
1.0,0.0,1,True,True,True,False,private_room,2,21.13616,-86.83085,https://www.airbnb.com/rooms/22495268,22495268
1.5,1.0,1,True,True,True,False,private_room,2,21.157265,-86.856155,https://www.airbnb.com/rooms/22399858,22399858
1.0,1.0,1,True,True,False,False,private_room,2,21.14495,-86.84643,https://www.airbnb.com/rooms/18612030,18612030
1.0,1.0,1,True,True,False,False,entire_home,2,21.15543,-86.84255999999998,https://www.airbnb.com/rooms/25294024,25294024
1.0,1.0,1,True,True,False,False,entire_home,2,21.14586,-86.84076,https://www.airbnb.com/rooms/18312046,18312046
1.0,2.0,3,True,True,True,False,entire_home,4,21.140249,-86.839737,https://www.airbnb.com/rooms/25073476,25073476
1.5,2.0,3,True,True,False,False,entire_home,6,21.15488,-86.85683,https://www.airbnb.com/rooms/32739567,32739567
1.0,1.0,1,False,True,False,False,entire_home,4,21.150299,-86.868279,https://www.airbnb.com/rooms/25428160,25428160
1.0,1.0,2,True,True,True,False,entire_home,3,21.08729,-86.84485,https://www.airbnb.com/rooms/19195624,19195624
1.0,2.0,3,True,True,False,False,entire_home,4,21.15904,-86.89016,https://www.airbnb.com/rooms/22360877,22360877
1.0,1.0,1,True,True,True,False,private_room,2,21.16463,-86.8377,https://www.airbnb.com/rooms/18039601,18039601
1.0,1.0,1,True,True,False,True,entire_home,2,21.16393,-86.82844,https://www.airbnb.com/rooms/35516054,35516054
1.0,1.0,1,False,True,True,False,private_room,2,21.16493,-86.82176,https://www.airbnb.com/rooms/31046115,31046115
1.0,1.0,1,True,True,False,False,entire_home,2,21.17702,-86.8217,https://www.airbnb.com/rooms/19080641,19080641
1.0,1.0,2,False,True,True,False,private_room,3,21.1435,-86.8518,https://www.airbnb.com/rooms/18736543,18736543
2.0,2.0,1,True,True,False,False,private_room,2,21.16457,-86.82943,https://www.airbnb.com/rooms/31264238,31264238
1.0,1.0,2,True,True,False,False,private_room,2,21.160267,-86.828369,https://www.airbnb.com/rooms/12847061,12847061
1.0,1.0,1,True,True,False,False,entire_home,2,21.155806,-86.839737,https://www.airbnb.com/rooms/29823345,29823345
1.0,1.0,1,True,True,False,False,private_room,2,21.175228,-86.821106,https://www.airbnb.com/rooms/26533933,26533933
1.0,1.0,2,True,True,False,False,private_room,2,21.16328,-86.83091,https://www.airbnb.com/rooms/26432518,26432518
1.0,1.0,1,True,True,False,False,private_room,2,21.17698,-86.81317,https://www.airbnb.com/rooms/23360141,23360141
1.0,2.0,3,True,True,True,False,entire_home,5,21.13571,-86.84006,https://www.airbnb.com/rooms/21484660,21484660
1.0,1.0,1,True,True,False,False,entire_home,4,21.15965,-86.84925,https://www.airbnb.com/rooms/32523385,32523385
1.0,1.0,1,True,True,False,True,entire_home,2,21.175320000000006,-86.8597,https://www.airbnb.com/rooms/35976040,35976040
1.0,1.0,1,True,True,False,False,private_room,2,21.156843,-86.835121,https://www.airbnb.com/rooms/25185112,25185112
1.0,1.0,1,True,True,False,False,private_room,3,21.14887,-86.84178,https://www.airbnb.com/rooms/26851189,26851189
1.0,1.0,1,True,True,False,True,entire_home,2,21.16377,-86.82825,https://www.airbnb.com/rooms/35516601,35516601
1.0,1.0,3,True,True,False,False,private_room,5,21.155252,-86.85063199999998,https://www.airbnb.com/rooms/17974243,17974243
1.0,1.0,1,True,True,False,False,entire_home,2,21.16591,-86.83468,https://www.airbnb.com/rooms/30701886,30701886
2.0,2.0,1,False,True,True,False,private_room,2,21.14857,-86.84615,https://www.airbnb.com/rooms/24825808,24825808
1.0,2.0,2,True,True,False,False,entire_home,4,21.15811,-86.83883,https://www.airbnb.com/rooms/34629864,34629864
1.5,1.0,2,True,True,False,False,private_room,2,21.14137,-86.85514,https://www.airbnb.com/rooms/16381397,16381397
1.0,1.0,1,True,True,True,False,private_room,2,21.16157,-86.8216,https://www.airbnb.com/rooms/29592005,29592005
1.0,1.0,1,True,True,False,False,private_room,2,21.146179,-86.844337,https://www.airbnb.com/rooms/27523332,27523332
2.0,2.0,3,True,True,True,False,entire_home,7,21.13438,-86.87948,https://www.airbnb.com/rooms/4387161,4387161
1.0,1.0,1,True,True,False,False,private_room,2,21.10049,-86.8475,https://www.airbnb.com/rooms/18390571,18390571
1.5,1.0,2,False,True,False,False,private_room,4,21.16321,-86.82264,https://www.airbnb.com/rooms/11581060,11581060
1.0,1.0,1,True,True,False,True,private_room,2,21.14975,-86.8261,https://www.airbnb.com/rooms/35680565,35680565
2.5,2.0,2,True,True,False,False,entire_home,4,21.15126,-86.8566,https://www.airbnb.com/rooms/29134451,29134451
1.0,1.0,2,True,True,True,False,private_room,3,21.14435,-86.84698,https://www.airbnb.com/rooms/16692987,16692987
1.0,1.0,1,True,True,False,False,private_room,2,21.15892,-86.8348,https://www.airbnb.com/rooms/27696725,27696725
1.0,1.0,1,True,True,True,False,private_room,3,21.14872,-86.84106,https://www.airbnb.com/rooms/34280256,34280256
2.5,2.0,2,True,True,False,False,entire_home,5,21.130787,-86.878006,https://www.airbnb.com/rooms/33915154,33915154
1.0,1.0,1,True,True,False,False,private_room,1,21.19119,-86.80586,https://www.airbnb.com/rooms/26643066,26643066
1.0,1.0,1,True,True,False,False,private_room,2,21.182121,-86.81349200000002,https://www.airbnb.com/rooms/24555771,24555771
1.0,1.0,2,True,True,True,False,private_room,4,21.128967000000006,-86.846581,https://www.airbnb.com/rooms/21393912,21393912
1.0,1.0,1,True,True,True,False,private_room,2,21.234276,-86.731346,https://www.airbnb.com/rooms/24603814,24603814
1.0,1.0,1,True,True,False,False,entire_home,2,21.160671,-86.823441,https://www.airbnb.com/rooms/29433945,29433945
1.5,2.0,2,True,True,False,False,entire_home,6,21.194878,-86.81869499999998,https://www.airbnb.com/rooms/196043,196043
1.0,1.0,1,True,True,True,False,private_room,2,21.15826,-86.8266,https://www.airbnb.com/rooms/32411364,32411364
1.0,1.0,1,True,True,False,False,private_room,2,21.145670000000006,-86.8271,https://www.airbnb.com/rooms/32672102,32672102
1.0,1.0,1,False,True,True,False,private_room,2,21.144638,-86.82643900000002,https://www.airbnb.com/rooms/24938206,24938206
1.5,1.0,1,True,True,True,False,private_room,2,21.143028,-86.829201,https://www.airbnb.com/rooms/22566836,22566836
1.0,0.0,1,False,True,False,False,private_room,2,21.13922,-86.82989,https://www.airbnb.com/rooms/28388649,28388649
1.0,2.0,4,True,True,False,False,entire_home,7,21.16271,-86.9243,https://www.airbnb.com/rooms/22145527,22145527
1.0,1.0,1,True,True,False,False,entire_home,2,21.16275,-86.8277,https://www.airbnb.com/rooms/35515425,35515425
1.0,1.0,1,True,True,True,False,private_room,2,21.13083,-86.85631,https://www.airbnb.com/rooms/25846367,25846367
1.0,1.0,1,True,True,False,True,private_room,2,21.15207,-86.83015999999998,https://www.airbnb.com/rooms/35902567,35902567
1.0,0.0,1,True,True,True,False,entire_home,3,21.14244,-86.86075,https://www.airbnb.com/rooms/31218383,31218383
1.0,1.0,2,False,True,True,False,private_room,2,21.11947,-86.83962,https://www.airbnb.com/rooms/19297263,19297263
