accuracy,avg_rating,checkin,cleanliness,communication,currency,guest_satisfication,host_reviews,location,monthly_price_factor,picture_count,price,response_rate,reviews_count,url,value,weekly_price_factor,listing_key
9,4.55,8,10,8,CAD,91,118,9,1.0,25,72,85,23,https://www.airbnb.com/rooms/18071495,9,0.9,18071495
10,4.9,10,10,10,CAD,98,280,9,0.84,30,79,100,59,https://www.airbnb.com/rooms/13081250,10,0.92,13081250
10,5.0,10,10,10,CAD,100,124,10,0.51,7,75,100,8,https://www.airbnb.com/rooms/30246778,10,0.79,30246778
9,4.75,10,10,10,CAD,95,29,10,0.95,17,75,50,23,https://www.airbnb.com/rooms/21345927,10,1.0,21345927
10,5.0,10,10,10,CAD,100,61,9,0.8,33,76,100,19,https://www.airbnb.com/rooms/19760376,10,0.9,19760376
9,4.49,9,9,10,CAD,90,97,9,0.7000000000000001,19,79,90,35,https://www.airbnb.com/rooms/8800087,9,0.9,8800087
10,4.8,10,10,10,CAD,96,1,10,0.75,29,79,0,20,https://www.airbnb.com/rooms/14805088,9,0.9,14805088
9,4.2,9,9,9,CAD,84,58,10,1.0,26,75,96,20,https://www.airbnb.com/rooms/25572984,8,1.0,25572984
10,4.68,10,10,10,CAD,94,74,10,1.0,27,75,90,28,https://www.airbnb.com/rooms/22078119,10,1.0,22078119
10,4.69,10,9,10,CAD,94,16,9,0.59,38,79,100,16,https://www.airbnb.com/rooms/16241200,10,0.9,16241200
10,4.86,10,10,10,CAD,97,149,10,1.0,11,79,100,21,https://www.airbnb.com/rooms/26816108,10,1.0,26816108
10,4.63,10,9,10,CAD,93,1019,10,0.85,23,79,98,62,https://www.airbnb.com/rooms/22494428,9,0.9,22494428
10,4.79,10,10,10,CAD,96,280,9,0.84,29,79,100,103,https://www.airbnb.com/rooms/9515685,10,0.92,9515685
10,4.93,10,10,10,CAD,99,124,10,0.51,7,75,100,30,https://www.airbnb.com/rooms/30246798,10,1.0,30246798
10,4.85,10,10,10,CAD,97,55,9,0.8,22,72,100,55,https://www.airbnb.com/rooms/17989032,10,0.9,17989032
10,4.75,9,10,10,CAD,95,780,10,0.86,21,75,100,122,https://www.airbnb.com/rooms/23543749,9,0.93,23543749
10,4.93,10,10,10,CAD,99,2317,10,0.95,16,79,99,189,https://www.airbnb.com/rooms/20534492,10,1.0,20534492
10,4.82,10,10,10,CAD,96,375,10,1.0,30,72,100,89,https://www.airbnb.com/rooms/15547243,9,1.0,15547243
10,4.55,10,10,10,CAD,91,1382,10,0.8,38,72,91,283,https://www.airbnb.com/rooms/10164438,9,1.0,10164438
9,4.18,9,9,9,CAD,84,230,10,1.0,11,91,90,77,https://www.airbnb.com/rooms/20833896,8,0.85,20833896
10,4.76,10,10,10,CAD,95,780,10,1.0,37,90,100,220,https://www.airbnb.com/rooms/6794274,10,0.93,6794274
9,4.73,10,9,10,CAD,95,129,9,0.72,45,84,100,124,https://www.airbnb.com/rooms/16366083,10,0.86,16366083
10,4.87,10,10,10,CAD,97,483,9,0.8200000000000001,35,86,98,67,https://www.airbnb.com/rooms/19993391,10,0.95,19993391
10,4.65,10,10,10,CAD,93,2551,10,1.0,21,91,97,127,https://www.airbnb.com/rooms/133063,10,1.0,133063
10,4.78,10,9,10,CAD,96,1019,10,0.85,30,86,98,74,https://www.airbnb.com/rooms/21559941,10,0.9,21559941
10,4.92,10,10,10,CAD,98,2317,10,0.95,24,86,99,83,https://www.airbnb.com/rooms/24575915,10,1.0,24575915
10,4.8,10,10,10,CAD,96,0,10,0.85,50,82,0,101,https://www.airbnb.com/rooms/17873856,10,0.9,17873856
10,4.83,10,10,10,CAD,97,67,10,0.93,54,82,100,63,https://www.airbnb.com/rooms/20932458,10,0.97,20932458
10,4.64,10,10,10,CAD,93,118,10,0.97,44,83,100,106,https://www.airbnb.com/rooms/12321147,9,0.97,12321147
10,4.75,9,9,10,CAD,95,1419,10,0.85,29,84,100,89,https://www.airbnb.com/rooms/16016632,10,0.9,16016632
10,4.82,10,10,10,CAD,96,329,10,1.0,55,91,100,100,https://www.airbnb.com/rooms/20493217,9,1.0,20493217
10,4.95,10,10,10,CAD,99,309,10,0.95,27,86,100,119,https://www.airbnb.com/rooms/15546110,10,1.0,15546110
10,4.51,10,10,10,CAD,90,317,10,1.0,41,91,100,159,https://www.airbnb.com/rooms/4801100,10,1.0,4801100
9,4.77,10,10,10,CAD,95,484,9,0.8,33,88,100,141,https://www.airbnb.com/rooms/13562983,9,0.87,13562983
10,4.5600000000000005,10,9,10,CAD,91,444,10,0.8200000000000001,15,82,100,74,https://www.airbnb.com/rooms/3340882,9,0.86,3340882
9,4.33,9,9,10,CAD,87,619,9,0.91,36,82,100,86,https://www.airbnb.com/rooms/9470451,8,0.95,9470451
10,4.92,10,10,10,CAD,98,1019,10,1.0,18,86,98,52,https://www.airbnb.com/rooms/23568540,10,0.87,23568540
10,4.9,10,10,10,CAD,98,65,9,1.0,25,86,100,63,https://www.airbnb.com/rooms/22809640,10,1.0,22809640
9,4.8100000000000005,10,9,10,CAD,96,26,10,0.63,12,91,100,26,https://www.airbnb.com/rooms/26667161,9,0.9,26667161
9,4.59,10,10,10,CAD,92,200,9,1.0,37,88,100,70,https://www.airbnb.com/rooms/28604424,10,1.0,28604424
9,4.5600000000000005,9,9,9,CAD,91,662,10,0.9,20,82,100,177,https://www.airbnb.com/rooms/8540025,9,0.95,8540025
9,4.66,10,10,9,CAD,93,2185,10,0.95,19,91,100,50,https://www.airbnb.com/rooms/20225248,10,0.95,20225248
10,4.87,10,10,10,CAD,97,444,10,1.0,30,82,100,39,https://www.airbnb.com/rooms/7827460,10,0.85,7827460
10,4.89,10,10,10,CAD,98,309,10,0.85,27,82,100,38,https://www.airbnb.com/rooms/27806500,10,0.95,27806500
9,4.73,9,10,10,CAD,95,184,10,1.0,50,82,0,103,https://www.airbnb.com/rooms/3792437,10,1.0,3792437
10,4.8100000000000005,10,10,10,CAD,96,309,9,0.9,21,82,100,70,https://www.airbnb.com/rooms/16164410,10,1.0,16164410
10,4.8100000000000005,10,9,10,CAD,96,237,10,0.6000000000000001,17,90,100,43,https://www.airbnb.com/rooms/23876851,10,0.85,23876851
10,4.92,10,10,10,CAD,98,88,9,0.75,27,91,100,84,https://www.airbnb.com/rooms/19751107,10,0.89,19751107
10,4.92,10,10,10,CAD,98,57,10,1.0,30,86,100,13,https://www.airbnb.com/rooms/30908819,10,1.0,30908819
10,4.8100000000000005,10,10,10,CAD,96,81,9,0.8,56,90,100,36,https://www.airbnb.com/rooms/1843730,10,0.95,1843730
10,5.0,10,10,10,CAD,100,57,10,1.0,22,86,100,5,https://www.airbnb.com/rooms/33346713,10,1.0,33346713
10,4.92,10,10,10,CAD,98,329,10,1.0,20,86,100,12,https://www.airbnb.com/rooms/33330753,10,1.0,33330753
10,4.85,10,10,10,CAD,97,34,10,0.85,28,86,100,34,https://www.airbnb.com/rooms/29340692,10,1.0,29340692
10,4.89,10,9,10,CAD,98,72,10,1.0,48,86,100,70,https://www.airbnb.com/rooms/17907874,10,1.0,17907874
10,4.58,10,9,10,CAD,92,672,10,1.0,36,90,91,80,https://www.airbnb.com/rooms/3712155,9,1.0,3712155
10,4.73,10,9,10,CAD,95,139,10,0.9,23,86,100,22,https://www.airbnb.com/rooms/29546876,10,0.97,29546876
10,4.76,9,10,9,CAD,95,329,10,1.0,50,91,100,49,https://www.airbnb.com/rooms/5452735,10,0.9,5452735
9,4.67,10,9,10,CAD,93,47,10,0.71,36,90,100,45,https://www.airbnb.com/rooms/11591248,9,0.89,11591248
10,4.76,10,9,10,CAD,95,237,9,0.6000000000000001,19,90,100,25,https://www.airbnb.com/rooms/25722804,10,0.85,25722804
10,4.75,10,10,10,CAD,95,444,10,0.81,23,82,100,62,https://www.airbnb.com/rooms/3340897,10,1.0,3340897
10,4.65,10,10,10,CAD,93,27,9,0.7000000000000001,24,90,90,21,https://www.airbnb.com/rooms/18124804,10,0.86,18124804
10,4.88,10,10,10,CAD,98,38,9,0.9,39,84,100,26,https://www.airbnb.com/rooms/22220567,10,0.95,22220567
9,4.5,10,9,10,CAD,90,2,9,0.9,28,82,100,2,https://www.airbnb.com/rooms/34942714,9,0.95,34942714
10,4.77,10,10,10,CAD,95,81,9,0.85,59,82,100,44,https://www.airbnb.com/rooms/1856465,9,1.0,1856465
10,4.5,9,9,10,CAD,90,34,10,0.7000000000000001,27,82,100,34,https://www.airbnb.com/rooms/19086143,9,0.9,19086143
10,4.85,10,10,10,CAD,97,57,10,1.0,15,86,100,13,https://www.airbnb.com/rooms/30911392,10,1.0,30911392
10,4.68,10,9,10,CAD,94,2551,10,1.0,30,86,97,124,https://www.airbnb.com/rooms/132724,9,1.0,132724
10,4.68,10,9,10,CAD,94,339,10,0.87,21,86,100,73,https://www.airbnb.com/rooms/7227728,10,0.97,7227728
9,4.32,9,9,9,CAD,86,25,10,0.72,26,90,80,25,https://www.airbnb.com/rooms/27064699,9,0.85,27064699
9,4.32,9,9,10,CAD,86,376,9,1.0,56,87,100,28,https://www.airbnb.com/rooms/21255949,9,1.0,21255949
10,5.0,10,10,10,CAD,100,65,10,0.9,24,90,100,8,https://www.airbnb.com/rooms/33428886,10,1.0,33428886
10,5.0,10,10,10,CAD,100,308,9,0.6000000000000001,31,86,100,10,https://www.airbnb.com/rooms/32569016,10,0.85,32569016
9,4.67,10,10,10,CAD,93,295,9,0.8,21,91,100,27,https://www.airbnb.com/rooms/25515810,9,0.88,25515810
10,4.77,9,10,10,CAD,95,2551,10,1.0,38,91,97,52,https://www.airbnb.com/rooms/20434575,10,1.0,20434575
10,4.88,10,10,10,CAD,98,308,10,0.65,33,86,100,8,https://www.airbnb.com/rooms/32767447,10,0.85,32767447
10,4.67,9,9,10,CAD,93,237,9,0.6000000000000001,10,90,100,42,https://www.airbnb.com/rooms/22684844,9,0.85,22684844
10,4.54,10,9,10,CAD,91,211,10,1.0,23,90,100,13,https://www.airbnb.com/rooms/26257636,9,1.0,26257636
9,4.57,10,10,9,CAD,91,18,8,0.65,33,82,0,8,https://www.airbnb.com/rooms/17480133,9,0.85,17480133
9,4.63,9,9,9,CAD,93,671,10,0.9,29,91,98,72,https://www.airbnb.com/rooms/18177707,9,1.0,18177707
10,4.4,10,9,10,CAD,88,200,10,1.0,24,88,100,5,https://www.airbnb.com/rooms/35166396,10,1.0,35166396
9,4.59,9,10,10,CAD,92,540,8,0.9,25,86,100,30,https://www.airbnb.com/rooms/20622057,9,0.95,20622057
10,4.5600000000000005,10,9,9,CAD,91,134,10,1.0,14,88,100,10,https://www.airbnb.com/rooms/15399965,10,1.0,15399965
10,4.95,10,10,10,CAD,99,219,10,1.0,38,86,100,80,https://www.airbnb.com/rooms/13076787,10,1.0,13076787
10,5.0,10,10,10,CAD,100,4,10,0.7000000000000001,24,90,100,4,https://www.airbnb.com/rooms/33749508,10,0.8,33749508
10,4.83,10,10,10,CAD,97,369,9,1.0,34,88,100,23,https://www.airbnb.com/rooms/1978571,9,1.0,1978571
10,5.0,10,10,10,CAD,100,19,10,1.0,16,83,90,2,https://www.airbnb.com/rooms/29980853,10,1.0,29980853
9,4.48,10,9,9,CAD,90,473,10,0.9,11,86,97,27,https://www.airbnb.com/rooms/23306604,9,0.95,23306604
10,4.95,10,10,10,CAD,99,23,10,1.0,11,83,100,20,https://www.airbnb.com/rooms/24492182,10,1.0,24492182
10,4.44,10,9,10,CAD,89,671,10,0.9,14,86,98,9,https://www.airbnb.com/rooms/31839170,9,1.0,31839170
10,4.73,9,9,9,CAD,95,137,9,0.8,14,86,100,71,https://www.airbnb.com/rooms/21093955,9,0.9,21093955
10,4.88,10,10,10,CAD,98,45,10,0.8,16,82,100,42,https://www.airbnb.com/rooms/25781225,10,0.88,25781225
8,4.0,10,10,10,CAD,80,3,8,1.0,13,83,100,1,https://www.airbnb.com/rooms/32174761,8,1.0,32174761
10,5.0,10,10,10,CAD,100,671,10,0.85,26,90,98,2,https://www.airbnb.com/rooms/32348937,10,1.0,32348937
10,4.96,10,10,10,CAD,99,27,10,1.0,18,87,100,27,https://www.airbnb.com/rooms/25035019,10,1.0,25035019
10,5.0,10,10,10,CAD,100,18,10,0.9,21,86,100,6,https://www.airbnb.com/rooms/33877492,10,0.95,33877492
10,4.5,10,10,10,CAD,90,444,10,1.0,15,82,100,8,https://www.airbnb.com/rooms/27779947,10,1.0,27779947
0,0.0,0,0,0,CAD,0,1,0,0.9,21,86,100,0,https://www.airbnb.com/rooms/35049617,0,0.95,35049617
0,0.0,0,0,0,CAD,0,1,0,0.9,20,86,100,0,https://www.airbnb.com/rooms/35050405,0,0.95,35050405
0,0.0,0,0,0,CAD,0,4,0,0.9,20,82,100,0,https://www.airbnb.com/rooms/33399725,0,0.9,33399725
10,4.92,10,10,10,CAD,98,230,10,0.9,27,84,100,24,https://www.airbnb.com/rooms/15149417,10,0.95,15149417
10,4.2,10,8,10,CAD,84,5,10,0.7000000000000001,24,82,100,5,https://www.airbnb.com/rooms/30666242,9,0.79,30666242
9,4.57,9,8,10,CAD,91,671,10,1.0,15,90,98,7,https://www.airbnb.com/rooms/31571455,9,1.0,31571455
10,5.0,10,8,10,CAD,100,30,10,1.0,34,90,100,1,https://www.airbnb.com/rooms/32954687,10,1.0,32954687
0,0.0,0,0,0,CAD,0,1,0,0.85,4,86,63,0,https://www.airbnb.com/rooms/34865493,0,0.88,34865493
10,4.83,10,10,10,CAD,97,369,10,0.59,19,84,100,6,https://www.airbnb.com/rooms/5667447,10,1.0,5667447
10,4.87,10,10,10,CAD,97,36,9,1.0,17,82,100,31,https://www.airbnb.com/rooms/30372035,10,1.0,30372035
10,5.0,10,10,10,CAD,100,4,10,1.0,10,86,100,3,https://www.airbnb.com/rooms/28224289,9,1.0,28224289
10,4.6,10,9,10,CAD,92,22,10,1.0,18,86,100,20,https://www.airbnb.com/rooms/28988282,10,1.0,28988282
10,4.95,10,10,10,CAD,99,20,10,0.9,63,90,100,19,https://www.airbnb.com/rooms/25348934,10,1.0,25348934
10,4.82,10,10,10,CAD,96,11,10,1.0,31,86,100,11,https://www.airbnb.com/rooms/30320984,10,1.0,30320984
10,5.0,10,6,10,CAD,100,671,10,1.0,26,86,98,1,https://www.airbnb.com/rooms/33458147,10,1.0,33458147
7,3.4,9,8,9,CAD,68,171,8,0.51,31,90,100,5,https://www.airbnb.com/rooms/15148175,7,0.79,15148175
0,0.0,0,0,0,CAD,0,4,0,0.8,31,90,29,0,https://www.airbnb.com/rooms/29574192,0,0.9,29574192
10,4.94,10,10,10,CAD,99,46,9,0.8,19,82,90,17,https://www.airbnb.com/rooms/27171255,10,1.0,27171255
0,0.0,0,0,0,CAD,0,7,0,1.0,16,86,0,1,https://www.airbnb.com/rooms/15764868,0,1.0,15764868
10,5.0,10,10,10,CAD,100,53,9,0.9,27,90,100,8,https://www.airbnb.com/rooms/29562498,9,0.9,29562498
10,4.8,10,10,10,CAD,96,10,10,0.75,44,91,100,10,https://www.airbnb.com/rooms/24182861,10,0.9,24182861
10,5.0,10,10,10,CAD,100,18,10,0.9,25,88,100,10,https://www.airbnb.com/rooms/33835352,10,0.95,33835352
10,4.82,10,10,10,CAD,96,44,9,0.7000000000000001,15,90,100,17,https://www.airbnb.com/rooms/23895445,10,0.9,23895445
10,4.67,10,9,9,CAD,93,134,9,1.0,10,88,100,3,https://www.airbnb.com/rooms/22917481,9,1.0,22917481
10,4.91,10,10,10,CAD,98,23,9,1.0,35,86,90,22,https://www.airbnb.com/rooms/25286899,10,1.0,25286899
0,0.0,0,0,0,CAD,0,14,0,1.0,14,91,100,0,https://www.airbnb.com/rooms/35797885,0,1.0,35797885
10,4.8,10,10,10,CAD,96,5,9,0.85,17,90,0,5,https://www.airbnb.com/rooms/28439077,10,1.0,28439077
10,4.88,10,10,10,CAD,98,16,10,0.75,10,86,100,16,https://www.airbnb.com/rooms/29039508,10,0.85,29039508
0,0.0,0,0,0,CAD,0,425,0,1.0,8,86,100,0,https://www.airbnb.com/rooms/32554244,0,1.0,32554244
10,4.78,10,9,10,CAD,96,9,9,1.0,50,82,0,9,https://www.airbnb.com/rooms/26369328,10,1.0,26369328
10,4.96,10,10,10,CAD,99,223,10,0.85,19,82,88,49,https://www.airbnb.com/rooms/20311620,10,0.9,20311620
0,0.0,0,0,0,CAD,0,3,0,1.0,4,88,100,0,https://www.airbnb.com/rooms/34973938,0,1.0,34973938
10,5.0,10,10,10,CAD,100,40,9,0.85,48,82,100,5,https://www.airbnb.com/rooms/13826988,10,1.0,13826988
0,0.0,0,0,0,CAD,0,671,0,1.0,19,86,98,0,https://www.airbnb.com/rooms/33671678,0,1.0,33671678
10,4.5,10,10,10,CAD,90,95,9,1.0,28,88,100,2,https://www.airbnb.com/rooms/33099973,9,1.0,33099973
10,4.8,9,10,10,CAD,96,1,10,0.8,61,86,0,5,https://www.airbnb.com/rooms/28002371,10,0.9,28002371
9,5.0,9,10,10,CAD,100,2,9,0.8,15,82,90,2,https://www.airbnb.com/rooms/28736958,9,1.0,28736958
10,5.0,10,10,10,CAD,100,1,10,0.75,69,86,0,4,https://www.airbnb.com/rooms/33166601,10,0.9,33166601
0,0.0,0,0,0,CAD,0,0,0,1.0,11,88,0,0,https://www.airbnb.com/rooms/21568556,0,1.0,21568556
7,3.9,9,8,7,CAD,78,66,8,0.85,16,86,94,13,https://www.airbnb.com/rooms/24950646,8,0.95,24950646
10,5.0,10,10,10,CAD,100,13,10,1.0,26,90,100,8,https://www.airbnb.com/rooms/25862731,10,1.0,25862731
0,0.0,0,0,0,CAD,0,1,0,1.0,28,90,100,0,https://www.airbnb.com/rooms/29703231,0,1.0,29703231
0,0.0,0,0,0,CAD,0,145,0,1.0,10,86,100,0,https://www.airbnb.com/rooms/33821665,0,1.0,33821665
0,0.0,0,0,0,CAD,0,0,0,1.0,5,82,0,0,https://www.airbnb.com/rooms/17979678,0,1.0,17979678
0,0.0,0,0,0,CAD,0,4,0,0.9,8,90,100,0,https://www.airbnb.com/rooms/33905360,0,1.0,33905360
0,0.0,0,0,0,CAD,0,1,0,1.0,11,82,0,1,https://www.airbnb.com/rooms/27524140,0,1.0,27524140
10,5.0,10,10,10,CAD,100,4,10,1.0,8,90,0,4,https://www.airbnb.com/rooms/29736566,10,1.0,29736566
9,4.77,9,9,10,CAD,95,57,10,1.0,24,86,91,56,https://www.airbnb.com/rooms/25499532,10,1.0,25499532
6,2.0,6,8,8,CAD,40,1,8,1.0,94,86,0,1,https://www.airbnb.com/rooms/27578708,4,1.0,27578708
10,5.0,10,10,10,CAD,100,15,10,0.9,21,90,100,9,https://www.airbnb.com/rooms/30759630,10,1.0,30759630
0,0.0,0,0,0,CAD,0,2,0,1.0,55,90,100,0,https://www.airbnb.com/rooms/33944426,0,1.0,33944426
10,5.0,10,10,10,CAD,100,53,9,0.75,21,90,100,3,https://www.airbnb.com/rooms/34511680,10,0.85,34511680
10,4.67,10,10,10,CAD,93,25,9,0.8,55,90,100,6,https://www.airbnb.com/rooms/31530199,10,0.85,31530199
0,0.0,0,0,0,CAD,0,0,0,1.0,21,84,0,0,https://www.airbnb.com/rooms/35709775,0,1.0,35709775
10,4.78,10,10,10,CAD,96,223,10,1.0,9,82,88,37,https://www.airbnb.com/rooms/20001527,9,1.0,20001527
10,4.72,10,10,10,CAD,94,338,9,0.8,51,82,100,29,https://www.airbnb.com/rooms/13747299,10,0.9,13747299
10,4.97,10,10,10,CAD,99,55,10,0.9,24,86,100,38,https://www.airbnb.com/rooms/21326285,10,0.9,21326285
0,0.0,0,0,0,CAD,0,4,0,0.9,21,82,100,0,https://www.airbnb.com/rooms/30181929,0,0.9,30181929
10,5.0,10,10,10,CAD,100,50,10,0.94,42,84,100,9,https://www.airbnb.com/rooms/29388310,10,0.97,29388310
0,0.0,0,0,0,CAD,0,23,0,1.0,41,82,100,0,https://www.airbnb.com/rooms/36043922,0,1.0,36043922
10,4.89,9,10,10,CAD,98,339,10,0.8,44,86,100,36,https://www.airbnb.com/rooms/22065189,9,0.95,22065189
10,4.88,9,10,9,CAD,98,223,10,0.85,18,82,88,42,https://www.airbnb.com/rooms/19935037,10,0.9,19935037
0,0.0,0,0,0,CAD,0,0,0,0.85,17,90,100,0,https://www.airbnb.com/rooms/35003787,0,0.9,35003787
6,3.0,10,10,6,CAD,60,1,6,0.8,9,90,0,1,https://www.airbnb.com/rooms/17252270,6,0.95,17252270
9,4.67,10,10,10,CAD,93,467,9,1.0,23,82,100,6,https://www.airbnb.com/rooms/33913744,9,1.0,33913744
0,0.0,0,0,0,CAD,0,0,0,1.0,23,87,38,0,https://www.airbnb.com/rooms/34505258,0,1.0,34505258
10,5.0,10,10,10,CAD,100,5,9,0.72,29,90,0,5,https://www.airbnb.com/rooms/24176729,10,0.75,24176729
0,0.0,0,0,0,CAD,0,0,0,0.85,16,90,100,0,https://www.airbnb.com/rooms/35003910,0,0.9,35003910
0,0.0,0,0,0,CAD,0,34,0,0.85,7,91,100,0,https://www.airbnb.com/rooms/35763724,0,0.93,35763724
10,4.8,10,10,9,CAD,96,53,10,0.8,28,90,100,5,https://www.airbnb.com/rooms/30676007,10,0.9,30676007
0,0.0,0,0,0,CAD,0,0,0,0.75,7,82,0,0,https://www.airbnb.com/rooms/36000138,0,0.9,36000138
10,5.0,10,10,10,CAD,100,15,10,1.0,24,86,100,4,https://www.airbnb.com/rooms/32892120,10,1.0,32892120
0,0.0,0,0,0,CAD,0,0,0,1.0,13,82,0,0,https://www.airbnb.com/rooms/30602835,0,1.0,30602835
9,4.8100000000000005,10,10,10,CAD,96,33,10,1.0,32,86,100,27,https://www.airbnb.com/rooms/15952909,9,1.0,15952909
0,0.0,0,0,0,CAD,0,1,0,0.9,38,82,100,0,https://www.airbnb.com/rooms/34481609,0,0.95,34481609
0,0.0,0,0,0,CAD,0,3,0,1.0,13,82,50,0,https://www.airbnb.com/rooms/33968770,0,1.0,33968770
10,5.0,10,10,10,CAD,100,15,6,0.8,34,90,100,1,https://www.airbnb.com/rooms/30230925,10,1.0,30230925
10,4.5,10,9,10,CAD,90,3,10,1.0,24,90,100,2,https://www.airbnb.com/rooms/33769440,9,1.0,33769440
10,5.0,9,10,10,CAD,100,61,8,0.8,30,90,100,2,https://www.airbnb.com/rooms/28928115,10,0.9,28928115
10,4.0,10,9,9,CAD,80,90,6,0.9,24,80,100,2,https://www.airbnb.com/rooms/26928723,8,1.0,26928723
10,5.0,8,10,10,CAD,100,1,10,1.0,13,86,0,1,https://www.airbnb.com/rooms/31023077,10,1.0,31023077
10,5.0,10,10,10,CAD,100,52,10,1.0,31,90,100,2,https://www.airbnb.com/rooms/27456062,10,1.0,27456062
9,4.86,10,10,10,CAD,97,104,10,1.0,7,86,100,7,https://www.airbnb.com/rooms/31142108,10,1.0,31142108
9,4.45,10,10,10,CAD,89,55,9,0.52,27,86,100,11,https://www.airbnb.com/rooms/18365903,9,0.8,18365903
10,5.0,10,10,8,CAD,100,1,10,1.0,7,83,0,1,https://www.airbnb.com/rooms/28807758,10,1.0,28807758
10,4.86,9,10,10,CAD,97,22,10,0.8200000000000001,23,86,100,7,https://www.airbnb.com/rooms/20796683,10,1.0,20796683
0,0.0,0,0,0,CAD,0,84,0,0.92,25,82,100,0,https://www.airbnb.com/rooms/33613683,0,0.95,33613683
10,4.71,9,9,9,CAD,94,198,9,1.0,9,86,100,40,https://www.airbnb.com/rooms/16129737,10,1.0,16129737
0,0.0,0,0,0,CAD,0,0,0,0.8,17,90,0,0,https://www.airbnb.com/rooms/31225076,0,1.0,31225076
9,4.5,10,10,10,CAD,90,3,9,0.51,10,86,33,2,https://www.airbnb.com/rooms/30824785,8,1.0,30824785
10,5.0,10,10,10,CAD,100,30,10,1.0,36,90,100,1,https://www.airbnb.com/rooms/33463754,10,1.0,33463754
10,5.0,10,10,10,CAD,100,41,10,0.7000000000000001,27,82,100,1,https://www.airbnb.com/rooms/29822020,10,0.9,29822020
0,0.0,0,0,0,CAD,0,3,0,1.0,8,83,100,0,https://www.airbnb.com/rooms/34676817,0,1.0,34676817
6,3.0,8,6,8,CAD,60,1,10,1.0,5,82,67,1,https://www.airbnb.com/rooms/17857354,6,1.0,17857354
10,4.96,10,10,10,CAD,99,123,9,0.68,44,84,100,28,https://www.airbnb.com/rooms/18611961,10,0.85,18611961
0,0.0,0,0,0,CAD,0,0,0,0.6000000000000001,11,90,0,0,https://www.airbnb.com/rooms/35999415,0,1.0,35999415
10,5.0,10,10,10,CAD,100,3,10,0.7000000000000001,41,82,100,2,https://www.airbnb.com/rooms/35423231,10,0.85,35423231
0,0.0,0,0,0,CAD,0,0,0,1.0,6,82,0,0,https://www.airbnb.com/rooms/36066895,0,1.0,36066895
10,4.88,10,10,10,CAD,98,54,10,0.65,15,86,100,33,https://www.airbnb.com/rooms/4421987,10,0.95,4421987
0,0.0,0,0,0,CAD,0,84,0,0.92,22,82,100,0,https://www.airbnb.com/rooms/33808294,0,0.95,33808294
0,0.0,0,0,0,CAD,0,4,0,0.7000000000000001,14,86,100,0,https://www.airbnb.com/rooms/35805119,0,0.9,35805119
0,0.0,0,0,0,CAD,0,11,0,1.0,17,82,89,0,https://www.airbnb.com/rooms/35512587,0,1.0,35512587
10,4.0,10,10,10,CAD,80,1,10,1.0,7,82,0,1,https://www.airbnb.com/rooms/28632361,10,0.79,28632361
10,4.91,10,10,10,CAD,98,18,9,0.7000000000000001,31,86,100,11,https://www.airbnb.com/rooms/28722344,10,0.85,28722344
0,0.0,0,0,0,CAD,0,0,0,0.55,15,86,0,0,https://www.airbnb.com/rooms/17651718,0,0.8200000000000001,17651718
0,0.0,0,0,0,CAD,0,1,0,0.51,19,90,0,0,https://www.airbnb.com/rooms/32910042,0,1.0,32910042
6,3.0,6,6,6,CAD,60,1,4,0.7000000000000001,9,87,0,1,https://www.airbnb.com/rooms/20742886,6,0.8,20742886
10,4.93,10,10,10,CAD,99,152,9,1.0,10,86,80,58,https://www.airbnb.com/rooms/18073854,10,1.0,18073854
10,5.0,10,10,10,CAD,100,157,10,1.0,22,82,100,6,https://www.airbnb.com/rooms/28127476,10,1.0,28127476
0,0.0,0,0,0,CAD,0,0,0,0.6900000000000001,11,84,0,0,https://www.airbnb.com/rooms/35609195,0,0.79,35609195
10,5.0,10,10,9,CAD,100,7,10,1.0,19,91,57,2,https://www.airbnb.com/rooms/27681853,10,1.0,27681853
10,5.0,10,10,10,CAD,100,6,10,1.0,20,82,100,6,https://www.airbnb.com/rooms/30712556,10,0.89,30712556
9,3.5,10,8,9,CAD,70,73,10,1.0,17,90,90,2,https://www.airbnb.com/rooms/21972880,7,1.0,21972880
10,5.0,10,10,10,CAD,100,5,10,1.0,29,86,100,2,https://www.airbnb.com/rooms/30705854,10,1.0,30705854
0,0.0,0,0,0,CAD,0,3,0,0.65,14,82,100,0,https://www.airbnb.com/rooms/31864835,0,0.9,31864835
10,5.0,10,10,10,CAD,100,9,10,0.5,11,83,0,4,https://www.airbnb.com/rooms/7790370,10,0.75,7790370
0,0.0,0,0,0,CAD,0,0,0,1.0,8,80,0,0,https://www.airbnb.com/rooms/35343396,0,0.9,35343396
10,4.86,10,9,10,CAD,97,17,9,1.0,19,82,0,14,https://www.airbnb.com/rooms/11825751,10,0.8200000000000001,11825751
0,0.0,0,0,0,CAD,0,3,0,0.85,10,90,100,0,https://www.airbnb.com/rooms/18291303,0,0.9,18291303
10,5.0,10,10,10,CAD,100,50,8,0.85,14,86,100,2,https://www.airbnb.com/rooms/23120692,10,0.9,23120692
10,5.0,10,10,10,CAD,100,6,9,1.0,19,86,100,6,https://www.airbnb.com/rooms/30537132,10,1.0,30537132
0,0.0,0,0,0,CAD,0,0,0,1.0,18,82,100,0,https://www.airbnb.com/rooms/35389338,0,1.0,35389338
