accuracy,avg_rating,checkin,cleanliness,communication,currency,guest_satisfication,host_reviews,location,monthly_price_factor,picture_count,price,response_rate,reviews_count,url,value,weekly_price_factor,listing_key
10,4.68,10,9,10,CAD,94,134,9,1.0,12,104,100,37,https://www.airbnb.com/rooms/15100194,9,1.0,15100194
9,4.35,9,9,9,CAD,87,87,9,0.68,21,105,100,31,https://www.airbnb.com/rooms/8643320,9,0.9,8643320
10,5.0,10,10,10,CAD,100,671,10,0.85,23,105,98,1,https://www.airbnb.com/rooms/32383204,10,1.0,32383204
0,0.0,0,0,0,CAD,0,0,0,1.0,7,105,0,0,https://www.airbnb.com/rooms/27248832,0,1.0,27248832
10,4.83,9,10,10,CAD,97,107,10,0.9,46,109,100,35,https://www.airbnb.com/rooms/28735197,10,1.0,28735197
9,4.5,9,9,9,CAD,90,66,9,0.67,37,111,100,20,https://www.airbnb.com/rooms/105697,9,0.9,105697
10,4.66,10,9,10,CAD,93,285,10,0.67,28,104,100,41,https://www.airbnb.com/rooms/13193409,9,0.93,13193409
10,4.86,10,10,10,CAD,97,194,9,0.85,20,107,100,7,https://www.airbnb.com/rooms/29334132,10,1.0,29334132
8,4.0,8,8,8,CAD,80,14,8,1.0,54,105,100,5,https://www.airbnb.com/rooms/15437684,8,0.71,15437684
10,4.84,10,10,10,CAD,97,337,9,0.75,38,103,100,86,https://www.airbnb.com/rooms/14106235,10,0.85,14106235
10,5.0,10,10,10,CAD,100,71,10,1.0,23,103,100,52,https://www.airbnb.com/rooms/23671585,10,1.0,23671585
10,4.74,10,10,10,CAD,95,672,10,1.0,28,109,91,65,https://www.airbnb.com/rooms/4428659,9,1.0,4428659
9,4.74,10,9,10,CAD,95,53,9,1.0,13,109,100,23,https://www.airbnb.com/rooms/13880848,9,1.0,13880848
10,4.72,10,10,10,CAD,94,231,9,0.8,63,105,100,25,https://www.airbnb.com/rooms/31038865,10,0.95,31038865
10,4.72,9,10,9,CAD,94,57,10,0.72,22,109,100,47,https://www.airbnb.com/rooms/21661148,9,0.9,21661148
9,4.77,10,9,10,CAD,95,99,10,1.0,19,103,100,35,https://www.airbnb.com/rooms/24593548,9,0.79,24593548
10,4.79,10,10,9,CAD,96,1,9,0.7000000000000001,46,105,0,39,https://www.airbnb.com/rooms/9787763,9,0.9,9787763
10,4.55,10,9,10,CAD,91,672,10,1.0,15,109,91,50,https://www.airbnb.com/rooms/12203927,10,1.0,12203927
10,4.76,10,10,10,CAD,95,211,10,0.98,27,105,100,58,https://www.airbnb.com/rooms/19120251,10,0.98,19120251
10,4.85,10,10,9,CAD,97,85,10,0.74,20,103,90,49,https://www.airbnb.com/rooms/20608018,10,0.9,20608018
9,4.69,9,9,9,CAD,94,2185,9,0.95,51,104,100,110,https://www.airbnb.com/rooms/12034430,9,0.95,12034430
10,4.68,10,10,10,CAD,94,589,9,1.0,49,104,100,148,https://www.airbnb.com/rooms/1928586,10,1.0,1928586
10,4.95,10,10,10,CAD,99,39,9,1.0,95,109,100,39,https://www.airbnb.com/rooms/23269582,10,1.0,23269582
10,4.55,10,10,10,CAD,91,165,10,1.0,42,120,100,133,https://www.airbnb.com/rooms/5250985,10,1.0,5250985
9,4.57,10,9,10,CAD,91,2185,10,0.95,30,117,100,77,https://www.airbnb.com/rooms/20818528,9,0.95,20818528
10,4.77,10,9,10,CAD,95,309,10,0.9,23,113,100,43,https://www.airbnb.com/rooms/22689901,9,0.95,22689901
10,4.65,10,9,10,CAD,93,299,10,0.8,20,116,100,81,https://www.airbnb.com/rooms/14897896,9,0.9,14897896
9,4.46,10,9,10,CAD,89,189,10,0.8,45,112,100,147,https://www.airbnb.com/rooms/1080393,9,1.0,1080393
9,4.73,10,10,10,CAD,95,90,10,1.0,34,112,100,90,https://www.airbnb.com/rooms/6820618,10,1.0,6820618
10,4.96,10,10,10,CAD,99,270,10,0.85,47,119,100,176,https://www.airbnb.com/rooms/8014788,10,0.97,8014788
10,4.8,10,9,10,CAD,96,753,10,1.0,37,112,100,259,https://www.airbnb.com/rooms/6632731,9,0.9,6632731
10,4.82,10,10,10,CAD,96,188,10,1.0,43,113,100,187,https://www.airbnb.com/rooms/6420817,10,1.0,6420817
10,4.85,10,9,10,CAD,97,753,10,1.0,27,112,100,198,https://www.airbnb.com/rooms/13660084,10,0.9,13660084
10,4.59,10,9,10,CAD,92,3334,10,1.0,25,119,100,123,https://www.airbnb.com/rooms/17878850,9,1.0,17878850
10,4.6,10,9,10,CAD,92,2551,10,1.0,21,112,97,107,https://www.airbnb.com/rooms/726188,10,1.0,726188
9,4.52,9,9,10,CAD,90,589,9,1.0,37,117,100,209,https://www.airbnb.com/rooms/1092204,9,1.0,1092204
10,4.86,10,10,10,CAD,97,1213,10,0.8300000000000001,40,112,100,428,https://www.airbnb.com/rooms/220674,10,0.98,220674
10,4.77,10,10,10,CAD,95,134,10,0.92,41,119,100,134,https://www.airbnb.com/rooms/9032547,10,1.0,9032547
10,4.95,10,10,10,CAD,99,150,10,1.0,33,120,100,41,https://www.airbnb.com/rooms/29159634,10,1.0,29159634
10,4.65,10,9,10,CAD,93,420,9,0.9,30,117,94,54,https://www.airbnb.com/rooms/19567718,9,0.95,19567718
9,4.71,9,10,10,CAD,94,76,10,0.9,23,112,100,41,https://www.airbnb.com/rooms/28082551,10,0.95,28082551
10,5.0,10,10,10,CAD,100,533,10,1.0,43,112,100,64,https://www.airbnb.com/rooms/24522215,10,1.0,24522215
10,4.91,10,10,10,CAD,98,57,10,1.0,13,116,100,57,https://www.airbnb.com/rooms/23998990,10,1.0,23998990
9,4.6,10,9,9,CAD,92,209,10,0.9,55,112,90,35,https://www.airbnb.com/rooms/20272817,9,0.95,20272817
8,4.05,8,8,8,CAD,81,1419,9,0.85,37,117,100,20,https://www.airbnb.com/rooms/24645630,9,0.9,24645630
10,4.77,10,9,10,CAD,95,96,10,0.85,43,116,100,70,https://www.airbnb.com/rooms/16898015,9,0.9,16898015
10,4.8100000000000005,10,9,10,CAD,96,214,10,0.8,25,116,100,69,https://www.airbnb.com/rooms/18707418,10,0.85,18707418
10,4.7,10,9,10,CAD,94,68,10,0.75,16,119,100,30,https://www.airbnb.com/rooms/28582354,10,0.9,28582354
9,4.67,10,9,10,CAD,93,3334,10,1.0,24,121,100,112,https://www.airbnb.com/rooms/17712654,9,1.0,17712654
10,4.88,10,10,10,CAD,98,32,10,0.8,9,112,100,32,https://www.airbnb.com/rooms/30735732,10,1.0,30735732
10,4.75,10,9,10,CAD,95,631,10,1.0,35,119,100,57,https://www.airbnb.com/rooms/21228871,9,1.0,21228871
10,4.82,10,10,10,CAD,96,40,9,1.0,27,116,0,40,https://www.airbnb.com/rooms/15337896,10,0.85,15337896
10,4.86,10,10,10,CAD,97,753,10,1.0,27,112,100,141,https://www.airbnb.com/rooms/15873912,10,0.91,15873912
10,4.57,10,9,10,CAD,91,2551,10,1.0,46,112,97,35,https://www.airbnb.com/rooms/13924914,9,1.0,13924914
10,4.85,10,10,10,CAD,97,41,10,0.75,17,119,100,27,https://www.airbnb.com/rooms/19921710,10,0.95,19921710
10,4.63,10,10,10,CAD,93,19,10,1.0,13,116,90,8,https://www.airbnb.com/rooms/30733749,10,1.0,30733749
10,4.74,10,10,10,CAD,95,2551,10,1.0,34,117,97,121,https://www.airbnb.com/rooms/4841042,10,1.0,4841042
10,4.61,10,9,10,CAD,92,2551,10,1.0,32,117,97,84,https://www.airbnb.com/rooms/7361782,9,1.0,7361782
10,4.54,9,10,9,CAD,91,2185,10,0.95,41,117,100,50,https://www.airbnb.com/rooms/19972912,9,0.95,19972912
10,4.71,10,10,10,CAD,94,3334,10,1.0,25,119,100,89,https://www.airbnb.com/rooms/17842007,9,1.0,17842007
10,4.85,10,10,10,CAD,97,67,9,1.0,36,120,100,65,https://www.airbnb.com/rooms/9476051,10,1.0,9476051
10,4.79,10,10,10,CAD,96,107,10,0.9,43,117,100,34,https://www.airbnb.com/rooms/14030909,10,0.95,14030909
10,4.96,10,10,10,CAD,99,379,10,0.95,53,112,100,56,https://www.airbnb.com/rooms/12232518,10,1.0,12232518
9,4.58,9,9,9,CAD,92,198,9,0.88,19,117,100,91,https://www.airbnb.com/rooms/5945760,9,0.99,5945760
9,4.17,9,9,9,CAD,83,339,9,1.0,31,119,100,26,https://www.airbnb.com/rooms/772515,8,1.0,772515
10,4.91,10,10,10,CAD,98,285,10,0.67,28,116,100,32,https://www.airbnb.com/rooms/13549545,10,0.93,13549545
10,4.84,10,10,10,CAD,97,38,10,0.8,35,112,100,37,https://www.airbnb.com/rooms/8033668,10,1.0,8033668
10,4.86,10,10,10,CAD,97,1,10,0.7000000000000001,101,119,0,14,https://www.airbnb.com/rooms/23956096,10,0.9,23956096
9,4.53,9,9,9,CAD,91,2185,9,1.0,43,117,100,66,https://www.airbnb.com/rooms/7127186,9,1.0,7127186
9,4.41,9,9,9,CAD,88,473,9,0.9,20,119,97,30,https://www.airbnb.com/rooms/24397802,9,1.0,24397802
9,4.46,10,9,9,CAD,89,3334,10,1.0,28,119,100,98,https://www.airbnb.com/rooms/18360006,9,1.0,18360006
10,4.92,10,10,10,CAD,98,753,10,0.93,49,117,100,12,https://www.airbnb.com/rooms/31127498,10,0.95,31127498
9,4.64,10,9,10,CAD,93,2185,10,0.95,46,117,100,22,https://www.airbnb.com/rooms/21863141,9,0.95,21863141
10,4.85,10,10,10,CAD,97,13,10,1.0,21,119,100,13,https://www.airbnb.com/rooms/27869647,10,1.0,27869647
10,4.96,10,10,10,CAD,99,27,10,0.65,33,119,100,26,https://www.airbnb.com/rooms/16037911,10,0.95,16037911
10,4.75,10,9,10,CAD,95,2551,9,1.0,21,117,97,71,https://www.airbnb.com/rooms/701215,9,1.0,701215
9,4.54,10,9,9,CAD,91,3334,10,1.0,24,119,99,71,https://www.airbnb.com/rooms/20094377,9,1.0,20094377
9,4.5,10,9,10,CAD,90,28,9,1.0,23,112,100,12,https://www.airbnb.com/rooms/29966924,9,1.0,29966924
10,4.89,10,10,10,CAD,98,2551,10,1.0,23,119,97,48,https://www.airbnb.com/rooms/20433414,10,1.0,20433414
8,4.28,8,8,9,CAD,86,339,9,1.0,32,119,100,40,https://www.airbnb.com/rooms/569052,9,1.0,569052
10,4.88,10,10,10,CAD,98,114,9,0.7000000000000001,16,112,100,8,https://www.airbnb.com/rooms/17384444,10,0.95,17384444
10,4.84,10,10,10,CAD,97,51,10,1.0,13,119,100,20,https://www.airbnb.com/rooms/22924292,10,1.0,22924292
10,4.71,10,10,10,CAD,94,114,9,0.8,14,112,100,17,https://www.airbnb.com/rooms/21228481,9,0.9,21228481
9,4.49,10,9,10,CAD,90,114,10,0.8,55,112,100,45,https://www.airbnb.com/rooms/20688265,9,0.9,20688265
10,4.82,10,10,10,CAD,96,3334,10,1.0,23,119,100,86,https://www.airbnb.com/rooms/17864350,10,1.0,17864350
10,4.43,10,9,9,CAD,89,3334,10,1.0,30,119,100,74,https://www.airbnb.com/rooms/20011864,9,1.0,20011864
10,5.0,10,10,10,CAD,100,14,10,0.9,53,121,0,4,https://www.airbnb.com/rooms/11907241,10,0.9,11907241
10,5.0,10,10,10,CAD,100,0,10,0.75,36,116,0,4,https://www.airbnb.com/rooms/33222776,10,0.9,33222776
10,4.5,10,10,9,CAD,90,107,9,0.7000000000000001,42,112,100,18,https://www.airbnb.com/rooms/8562892,9,1.0,8562892
10,4.55,10,9,10,CAD,91,3334,10,1.0,25,121,100,56,https://www.airbnb.com/rooms/17830620,9,1.0,17830620
10,5.0,10,10,10,CAD,100,50,10,0.9,37,121,100,8,https://www.airbnb.com/rooms/18019508,10,1.0,18019508
10,4.63,10,9,10,CAD,93,3334,10,1.0,28,119,100,27,https://www.airbnb.com/rooms/17829774,9,1.0,17829774
10,5.0,10,10,10,CAD,100,671,10,1.0,44,117,98,4,https://www.airbnb.com/rooms/33349145,10,1.0,33349145
10,4.7,9,9,10,CAD,94,3334,10,1.0,26,120,100,23,https://www.airbnb.com/rooms/24774909,10,1.0,24774909
10,5.0,10,10,10,CAD,100,8,10,0.7000000000000001,30,112,100,7,https://www.airbnb.com/rooms/14606237,10,0.9,14606237
10,4.92,10,10,10,CAD,98,29,9,0.8,81,112,100,26,https://www.airbnb.com/rooms/21838252,10,0.95,21838252
10,4.87,10,10,10,CAD,97,15,10,0.8,24,119,100,15,https://www.airbnb.com/rooms/21382272,10,0.9,21382272
10,4.64,9,9,9,CAD,93,3334,10,1.0,27,121,100,61,https://www.airbnb.com/rooms/17748648,9,1.0,17748648
0,0.0,0,0,0,CAD,0,15,0,0.9,14,119,100,0,https://www.airbnb.com/rooms/31686490,0,0.95,31686490
10,4.96,10,10,10,CAD,99,59,10,1.0,76,119,100,25,https://www.airbnb.com/rooms/20886272,10,1.0,20886272
10,5.0,10,10,10,CAD,100,22,10,0.8,12,112,100,4,https://www.airbnb.com/rooms/34255842,10,0.9,34255842
10,4.94,10,10,10,CAD,99,4,10,0.85,98,117,0,49,https://www.airbnb.com/rooms/21439783,10,1.0,21439783
9,4.5600000000000005,9,9,9,CAD,91,2185,9,0.93,37,117,100,9,https://www.airbnb.com/rooms/24378079,9,0.95,24378079
10,4.64,10,9,10,CAD,93,46,10,0.8,46,116,100,22,https://www.airbnb.com/rooms/29193030,9,0.9,29193030
8,4.22,9,9,9,CAD,84,21,9,1.0,18,113,86,19,https://www.airbnb.com/rooms/22700522,9,1.0,22700522
10,4.71,10,10,10,CAD,94,39,10,0.9,65,119,100,28,https://www.airbnb.com/rooms/4699676,10,0.95,4699676
0,0.0,0,0,0,CAD,0,14,0,1.0,16,112,100,0,https://www.airbnb.com/rooms/35803761,0,1.0,35803761
0,0.0,0,0,0,CAD,0,15,0,0.9,20,112,90,0,https://www.airbnb.com/rooms/29593399,0,0.95,29593399
10,4.8,10,9,10,CAD,96,12,10,0.75,38,117,100,5,https://www.airbnb.com/rooms/29780778,9,0.85,29780778
10,4.73,10,9,10,CAD,95,3334,10,1.0,20,119,100,41,https://www.airbnb.com/rooms/21110124,9,1.0,21110124
10,5.0,10,10,10,CAD,100,308,10,1.0,18,117,100,1,https://www.airbnb.com/rooms/33830039,10,1.0,33830039
10,5.0,10,10,10,CAD,100,165,10,1.0,24,120,100,3,https://www.airbnb.com/rooms/33746680,10,1.0,33746680
0,0.0,0,0,0,CAD,0,0,0,0.8,30,119,0,0,https://www.airbnb.com/rooms/35188037,0,0.9,35188037
10,5.0,10,10,10,CAD,100,22,10,1.0,9,115,80,1,https://www.airbnb.com/rooms/30400927,10,1.0,30400927
0,0.0,0,0,0,CAD,0,9,0,0.88,17,112,100,0,https://www.airbnb.com/rooms/36056212,0,0.9,36056212
0,0.0,0,0,0,CAD,0,296,0,0.75,9,119,100,0,https://www.airbnb.com/rooms/34202266,0,0.9,34202266
10,4.5,10,10,10,CAD,90,84,9,0.92,24,120,100,14,https://www.airbnb.com/rooms/26749583,9,0.95,26749583
9,4.35,9,9,10,CAD,87,107,9,0.7000000000000001,41,112,100,26,https://www.airbnb.com/rooms/3916802,9,0.84,3916802
0,0.0,0,0,0,CAD,0,671,0,1.0,16,117,98,0,https://www.airbnb.com/rooms/34951736,0,1.0,34951736
7,3.67,8,7,9,CAD,73,473,10,0.9,19,119,97,3,https://www.airbnb.com/rooms/34154622,8,0.95,34154622
10,4.6,10,10,10,CAD,92,296,10,0.9,6,119,100,6,https://www.airbnb.com/rooms/20571124,10,0.9,20571124
7,3.5,8,7,10,CAD,70,14,9,0.9,25,121,0,2,https://www.airbnb.com/rooms/22144262,8,0.9,22144262
9,4.53,9,10,10,CAD,91,26,10,0.9,15,119,100,19,https://www.airbnb.com/rooms/22174496,9,1.0,22174496
0,0.0,0,0,0,CAD,0,84,0,1.0,19,117,100,0,https://www.airbnb.com/rooms/12536137,0,1.0,12536137
10,4.86,10,10,10,CAD,97,293,9,1.0,46,113,100,22,https://www.airbnb.com/rooms/18652887,9,1.0,18652887
10,4.73,10,10,10,CAD,95,47,10,1.0,20,116,100,15,https://www.airbnb.com/rooms/31314257,10,0.95,31314257
10,5.0,10,10,10,CAD,100,21,10,0.95,40,117,100,1,https://www.airbnb.com/rooms/34904739,10,0.95,34904739
9,4.24,9,9,8,CAD,85,110,10,0.75,7,121,56,83,https://www.airbnb.com/rooms/12973838,9,0.76,12973838
0,0.0,0,0,0,CAD,0,820,0,1.0,20,116,98,0,https://www.airbnb.com/rooms/36073663,0,1.0,36073663
0,0.0,0,0,0,CAD,0,25,0,1.0,22,117,100,0,https://www.airbnb.com/rooms/35384906,0,1.0,35384906
0,0.0,0,0,0,CAD,0,820,0,1.0,17,116,98,0,https://www.airbnb.com/rooms/36073283,0,1.0,36073283
10,5.0,10,10,10,CAD,100,17,10,1.0,14,119,100,1,https://www.airbnb.com/rooms/27398521,10,1.0,27398521
10,4.88,10,10,10,CAD,98,31,9,0.79,32,121,75,26,https://www.airbnb.com/rooms/13713047,10,0.95,13713047
9,4.4,9,8,9,CAD,88,16,10,0.75,23,120,100,16,https://www.airbnb.com/rooms/13958746,9,0.9,13958746
10,5.0,10,10,10,CAD,100,5,10,1.0,38,112,100,3,https://www.airbnb.com/rooms/30882616,10,1.0,30882616
0,0.0,0,0,0,CAD,0,3,0,0.7000000000000001,16,116,100,0,https://www.airbnb.com/rooms/27787930,0,0.9,27787930
0,0.0,0,0,0,CAD,0,820,0,1.0,19,116,98,0,https://www.airbnb.com/rooms/36069734,0,1.0,36069734
0,0.0,0,0,0,CAD,0,820,0,1.0,20,116,98,0,https://www.airbnb.com/rooms/36074235,0,1.0,36074235
9,4.0,10,7,10,CAD,80,2,9,0.75,8,116,0,2,https://www.airbnb.com/rooms/28224164,8,0.9,28224164
10,4.8,10,10,10,CAD,96,107,10,0.7000000000000001,24,117,100,15,https://www.airbnb.com/rooms/4729230,10,0.98,4729230
0,0.0,0,0,0,CAD,0,820,0,1.0,21,116,98,0,https://www.airbnb.com/rooms/36074735,0,1.0,36074735
0,0.0,0,0,0,CAD,0,269,0,1.0,13,112,74,0,https://www.airbnb.com/rooms/18929848,0,1.0,18929848
0,0.0,0,0,0,CAD,0,1,0,1.0,23,112,100,0,https://www.airbnb.com/rooms/30954219,0,1.0,30954219
10,4.87,10,10,10,CAD,97,496,10,1.0,13,116,100,23,https://www.airbnb.com/rooms/14348642,10,1.0,14348642
0,0.0,0,0,0,CAD,0,84,0,1.0,7,117,100,0,https://www.airbnb.com/rooms/24374372,0,1.0,24374372
10,5.0,10,10,10,CAD,100,12,10,0.8,14,115,100,5,https://www.airbnb.com/rooms/16902431,10,0.95,16902431
10,4.63,10,9,10,CAD,93,25,10,1.0,13,120,100,8,https://www.airbnb.com/rooms/32214678,10,1.0,32214678
10,4.8,10,10,10,CAD,96,64,10,0.72,46,119,100,64,https://www.airbnb.com/rooms/7749908,10,0.9,7749908
10,5.0,10,10,10,CAD,100,339,9,0.9,41,119,100,9,https://www.airbnb.com/rooms/30200653,9,1.0,30200653
0,0.0,0,0,0,CAD,0,84,0,1.0,11,117,100,0,https://www.airbnb.com/rooms/12536845,0,1.0,12536845
9,4.44,9,9,10,CAD,89,161,8,1.0,25,119,100,25,https://www.airbnb.com/rooms/5182179,9,1.0,5182179
0,0.0,0,0,0,CAD,0,53,0,0.95,12,112,100,0,https://www.airbnb.com/rooms/34053099,0,1.0,34053099
10,5.0,10,10,10,CAD,100,1,10,1.0,23,112,100,1,https://www.airbnb.com/rooms/27633640,10,1.0,27633640
10,5.0,10,10,10,CAD,100,102,10,1.0,12,112,60,4,https://www.airbnb.com/rooms/23063373,10,1.0,23063373
0,0.0,0,0,0,CAD,0,0,0,1.0,20,112,0,0,https://www.airbnb.com/rooms/26163996,0,1.0,26163996
10,5.0,10,10,10,CAD,100,1,10,1.0,13,119,0,1,https://www.airbnb.com/rooms/24940693,10,1.0,24940693
0,0.0,0,0,0,CAD,0,269,0,1.0,8,112,74,0,https://www.airbnb.com/rooms/24692157,0,1.0,24692157
0,0.0,0,0,0,CAD,0,0,0,1.0,24,119,100,0,https://www.airbnb.com/rooms/35768554,0,0.95,35768554
10,4.96,10,10,10,CAD,99,59,10,0.85,28,112,100,54,https://www.airbnb.com/rooms/10154624,10,0.9,10154624
8,5.0,10,8,10,CAD,100,9,10,1.0,12,112,100,1,https://www.airbnb.com/rooms/28252643,10,1.0,28252643
0,0.0,0,0,0,CAD,0,40,0,1.0,65,117,100,0,https://www.airbnb.com/rooms/30320667,0,1.0,30320667
0,0.0,0,0,0,CAD,0,0,0,0.85,23,117,0,0,https://www.airbnb.com/rooms/34310634,0,0.9,34310634
10,4.47,10,9,9,CAD,89,61,9,0.9,15,116,90,54,https://www.airbnb.com/rooms/7037021,9,0.95,7037021
0,0.0,0,0,0,CAD,0,0,0,0.9,9,120,0,0,https://www.airbnb.com/rooms/33535254,0,1.0,33535254
10,4.57,9,9,10,CAD,91,161,8,0.66,36,119,100,59,https://www.airbnb.com/rooms/3540441,9,0.67,3540441
10,4.0,10,10,10,CAD,80,7,10,1.0,17,117,67,1,https://www.airbnb.com/rooms/29150540,10,1.0,29150540
0,0.0,0,0,0,CAD,0,88,0,0.85,32,113,100,0,https://www.airbnb.com/rooms/27988879,0,0.9,27988879
10,4.5,10,9,10,CAD,90,34,10,1.0,10,112,100,2,https://www.airbnb.com/rooms/12888594,9,1.0,12888594
10,4.29,10,9,10,CAD,86,62,10,0.85,9,112,71,7,https://www.airbnb.com/rooms/14040069,9,0.94,14040069
0,0.0,0,0,0,CAD,0,2,0,0.51,9,112,90,0,https://www.airbnb.com/rooms/33660645,0,0.79,33660645
0,0.0,0,0,0,CAD,0,0,0,0.8,10,119,0,0,https://www.airbnb.com/rooms/32061970,0,0.85,32061970
9,4.5,9,9,9,CAD,90,19,10,0.8,14,119,100,4,https://www.airbnb.com/rooms/17621417,9,0.85,17621417
10,5.0,10,10,10,CAD,100,161,10,0.7000000000000001,18,116,100,1,https://www.airbnb.com/rooms/26783960,6,0.8,26783960
10,5.0,10,10,10,CAD,100,4,10,0.75,52,120,100,3,https://www.airbnb.com/rooms/24120157,10,0.9,24120157
10,4.58,10,10,10,CAD,92,37,10,1.0,24,112,0,12,https://www.airbnb.com/rooms/11263774,9,1.0,11263774
10,5.0,9,10,10,CAD,100,28,10,0.7000000000000001,10,119,0,4,https://www.airbnb.com/rooms/11622563,10,1.0,11622563
0,0.0,0,0,0,CAD,0,0,0,1.0,24,121,100,0,https://www.airbnb.com/rooms/35769606,0,0.95,35769606
0,0.0,0,0,0,CAD,0,39,0,0.78,24,113,100,0,https://www.airbnb.com/rooms/27787384,0,0.95,27787384
0,0.0,0,0,0,CAD,0,7,0,0.9,3,112,100,0,https://www.airbnb.com/rooms/19482777,0,1.0,19482777
9,5.0,10,10,10,CAD,100,7,9,0.64,30,112,100,6,https://www.airbnb.com/rooms/30094039,10,0.8,30094039
9,4.58,10,9,10,CAD,92,12,10,1.0,17,112,50,12,https://www.airbnb.com/rooms/5437804,9,1.0,5437804
10,5.0,10,10,10,CAD,100,6,10,0.8,19,116,100,4,https://www.airbnb.com/rooms/32092468,10,0.9,32092468
0,0.0,0,0,0,CAD,0,16,0,0.7000000000000001,68,115,90,0,https://www.airbnb.com/rooms/32633133,0,0.8,32633133
10,4.86,10,10,10,CAD,97,17,10,1.0,9,119,100,7,https://www.airbnb.com/rooms/21701350,10,1.0,21701350
0,0.0,0,0,0,CAD,0,9,0,1.0,10,112,100,0,https://www.airbnb.com/rooms/35454798,0,0.9,35454798
10,4.5,9,9,9,CAD,90,26,10,0.7000000000000001,15,112,100,9,https://www.airbnb.com/rooms/18805360,9,0.8300000000000001,18805360
0,0.0,0,0,0,CAD,0,9,0,1.0,4,113,0,1,https://www.airbnb.com/rooms/22650116,0,1.0,22650116
10,5.0,10,10,10,CAD,100,6,10,0.8,60,112,100,6,https://www.airbnb.com/rooms/33662402,10,0.85,33662402
8,4.67,9,9,10,CAD,93,3,9,0.5,37,119,100,3,https://www.airbnb.com/rooms/28414415,9,0.8,28414415
10,4.75,10,9,10,CAD,95,4,9,1.0,22,112,67,4,https://www.airbnb.com/rooms/29361758,10,1.0,29361758
8,2.0,10,8,10,CAD,40,4,10,0.9,13,117,0,1,https://www.airbnb.com/rooms/11677587,6,0.95,11677587
10,4.8,10,10,10,CAD,96,80,9,1.0,18,119,100,5,https://www.airbnb.com/rooms/29382917,10,0.9,29382917
9,4.7,8,10,9,CAD,94,13,9,1.0,18,119,100,10,https://www.airbnb.com/rooms/29052087,10,1.0,29052087
0,0.0,0,0,0,CAD,0,181,0,0.9,11,112,100,0,https://www.airbnb.com/rooms/32864825,0,1.0,32864825
0,0.0,0,0,0,CAD,0,1,0,0.7000000000000001,6,119,0,1,https://www.airbnb.com/rooms/15394701,0,0.79,15394701
10,5.0,10,10,10,CAD,100,3,10,0.7000000000000001,36,121,100,3,https://www.airbnb.com/rooms/31690245,10,0.79,31690245
2,1.0,10,10,2,CAD,20,4,10,0.6000000000000001,13,112,0,1,https://www.airbnb.com/rooms/30500138,2,0.9,30500138
10,5.0,10,10,10,CAD,100,3,10,0.56,40,113,100,3,https://www.airbnb.com/rooms/27238577,10,0.79,27238577
10,5.0,10,10,10,CAD,100,123,8,0.65,34,112,100,1,https://www.airbnb.com/rooms/18614972,10,0.8,18614972
0,0.0,0,0,0,CAD,0,9,0,1.0,4,112,0,1,https://www.airbnb.com/rooms/11499106,0,0.8,11499106
0,0.0,0,0,0,CAD,0,1,0,1.0,29,113,0,0,https://www.airbnb.com/rooms/32967271,0,1.0,32967271
9,4.83,9,9,9,CAD,97,210,9,1.0,25,119,80,12,https://www.airbnb.com/rooms/2217848,10,1.0,2217848
10,4.5,9,9,8,CAD,90,62,8,0.85,9,112,83,2,https://www.airbnb.com/rooms/9527446,9,0.94,9527446
0,0.0,0,0,0,CAD,0,97,0,1.0,11,117,100,1,https://www.airbnb.com/rooms/25774404,0,0.95,25774404
0,0.0,0,0,0,CAD,0,1,0,1.0,4,115,0,0,https://www.airbnb.com/rooms/29885467,0,1.0,29885467
0,0.0,0,0,0,CAD,0,0,0,0.84,4,116,0,0,https://www.airbnb.com/rooms/30824829,0,0.87,30824829
9,4.6,9,9,9,CAD,92,10,9,0.51,15,115,100,10,https://www.airbnb.com/rooms/20832816,9,0.79,20832816
10,5.0,10,10,10,CAD,100,302,10,1.0,23,120,100,4,https://www.airbnb.com/rooms/14260993,10,1.0,14260993
10,4.78,10,10,10,CAD,96,31,10,1.0,7,117,50,27,https://www.airbnb.com/rooms/10415457,10,1.0,10415457
10,5.0,10,10,10,CAD,100,17,10,1.0,9,119,100,10,https://www.airbnb.com/rooms/20209503,10,1.0,20209503
8,5.0,8,8,10,CAD,100,54,8,0.53,21,112,100,1,https://www.airbnb.com/rooms/1308640,10,0.94,1308640
10,4.75,10,10,10,CAD,95,302,10,1.0,20,120,100,4,https://www.airbnb.com/rooms/10929824,10,1.0,10929824
10,4.33,9,9,9,CAD,87,35,9,1.0,9,121,88,9,https://www.airbnb.com/rooms/16481102,9,1.0,16481102
10,4.7,10,10,10,CAD,94,34,9,1.0,9,112,100,30,https://www.airbnb.com/rooms/4097198,9,1.0,4097198
0,0.0,0,0,0,CAD,0,114,0,1.0,30,117,100,0,https://www.airbnb.com/rooms/22266130,0,1.0,22266130
10,5.0,10,10,10,CAD,100,146,9,0.75,22,115,100,4,https://www.airbnb.com/rooms/13829776,10,1.0,13829776
4,2.0,10,4,10,CAD,40,1,10,1.0,6,119,0,1,https://www.airbnb.com/rooms/18458651,4,1.0,18458651
0,0.0,0,0,0,CAD,0,0,0,1.0,2,112,0,0,https://www.airbnb.com/rooms/20137324,0,1.0,20137324
10,5.0,10,10,10,CAD,100,44,10,0.7000000000000001,33,119,100,2,https://www.airbnb.com/rooms/19733833,10,0.81,19733833
