guest_satisfication,host_reviews,monthly_price_factor,picture_count,price,response_rate,reviews_count,weekly_price_factor,listing_key
72,26,1.0,40,132,100,5,1.0,31986310
100,237,0.6000000000000001,17,140,100,1,0.9,33421401
100,124,0.51,9,141,100,2,0.79,30107674
0,360,1.0,54,132,0,0,1.0,21665228
0,0,0.6900000000000001,26,134,100,0,1.0,31507987
0,62,1.0,13,134,100,0,1.0,30322089
98,12,0.75,17,137,100,8,0.85,21505747
0,0,0.8,22,133,80,0,0.9,35350339
0,3334,1.0,12,132,100,0,1.0,18918663
0,11,1.0,38,136,100,0,1.0,28134341
100,6,1.0,48,137,100,6,1.0,32646604
97,63,0.7000000000000001,18,137,90,53,0.85,21965403
91,8,0.75,27,132,100,7,0.9,25167120
0,36,0.7000000000000001,43,132,100,0,0.85,35491512
92,3334,1.0,26,132,100,116,1.0,17878234
96,5,0.51,37,132,100,5,1.0,26694135
90,88,0.65,42,141,80,36,0.85,7869141
100,15,1.0,19,137,88,15,0.95,27220750
96,51,1.0,11,140,100,14,1.0,31964174
96,62,1.0,31,137,100,21,1.0,26221035
0,3334,1.0,22,132,100,0,1.0,35520960
99,33,0.85,24,132,100,21,0.9,14185547
91,3334,1.0,33,132,100,77,1.0,4606915
95,3334,1.0,17,132,100,97,1.0,17844967
92,30,0.85,112,138,90,15,0.95,22280036
90,26,1.0,16,132,100,25,0.9,19925564
98,157,0.85,23,134,100,107,0.95,16839493
99,35,1.0,35,137,100,27,1.0,30247636
99,379,1.0,67,132,100,63,1.0,16193671
92,3334,1.0,20,132,99,133,1.0,17842772
99,379,0.9,65,132,100,37,1.0,8704132
96,208,0.7000000000000001,79,132,100,125,0.95,16880853
96,10,0.7000000000000001,17,145,100,10,0.75,30504299
97,144,1.0,13,145,100,26,0.85,22308078
98,73,0.6000000000000001,34,145,100,73,0.85,23751527
98,1337,1.0,26,145,100,41,1.0,23812065
92,75,0.97,56,152,100,69,0.97,1796687
97,285,0.7000000000000001,37,144,100,50,0.9,12833830
98,39,0.7000000000000001,35,148,100,36,0.9,22065445
92,3334,1.0,28,145,100,79,1.0,17878971
97,483,0.9,37,149,98,83,0.95,14585847
97,223,0.88,32,145,100,110,0.92,16986311
92,209,0.9,75,145,90,79,0.95,17481664
91,90,1.0,26,150,100,42,1.0,12986162
84,270,1.0,15,149,100,83,0.95,11345299
96,79,0.75,49,145,100,73,0.9,22201773
96,146,1.0,43,145,100,94,0.85,7694045
97,237,0.6000000000000001,17,146,100,20,0.85,23072023
91,11,0.68,22,145,100,10,0.9,1234022
89,465,0.8,23,142,100,18,0.9,21229486
100,15,0.8,50,148,100,15,0.95,30858424
99,107,0.85,28,149,100,14,1.0,20689217
90,2,0.75,28,145,100,2,0.9,34335518
92,483,1.0,21,144,98,19,0.95,23249614
100,46,0.8,29,152,100,45,0.95,17319154
96,81,0.8,26,145,100,51,0.9,17416190
98,39,0.55,18,150,100,39,0.8,25152627
98,28,0.85,29,152,100,28,0.92,29343235
98,184,1.0,37,150,100,13,1.0,26635927
88,3334,1.0,23,145,100,64,1.0,20094644
96,820,1.0,30,150,98,14,1.0,22302459
98,36,0.95,60,152,100,33,0.98,20190739
95,8,0.7000000000000001,29,145,0,8,0.9,30319271
99,16,0.8,17,150,100,14,1.0,19653018
100,7,1.0,8,150,100,1,1.0,29540569
0,2,1.0,35,145,0,0,1.0,27753622
76,473,0.9,17,145,97,7,0.95,30256744
0,0,0.95,25,145,0,0,1.0,35786744
0,23,1.0,6,152,100,0,1.0,21962828
91,28,1.0,19,148,100,28,1.0,10019455
100,57,1.0,31,150,100,3,1.0,30771607
92,3334,1.0,25,145,100,23,1.0,20094074
99,169,1.0,47,142,100,42,1.0,17839457
80,589,1.0,37,152,100,4,1.0,30232168
93,109,0.9,38,144,100,3,0.95,30230135
100,4,0.7000000000000001,25,145,100,3,1.0,30184265
100,145,1.0,35,145,100,3,1.0,32358245
100,633,1.0,33,152,100,1,0.9,32462517
98,242,0.85,20,145,100,117,1.0,17283257
100,2,1.0,12,150,0,2,0.79,30020058
98,29,0.9,14,150,100,29,1.0,21661222
0,31,1.0,10,145,100,0,1.0,35802499
0,295,0.9,53,144,100,0,0.95,34144224
92,51,0.8200000000000001,18,142,75,44,0.86,12384765
0,0,1.0,28,150,0,0,1.0,21924449
80,1337,1.0,19,145,100,1,1.0,20412122
93,21,1.0,28,145,0,21,0.95,22302994
93,3334,1.0,28,145,100,32,1.0,17879088
100,38,0.8,23,144,100,2,0.9,28631238
93,3334,1.0,24,145,100,45,1.0,17734374
89,3334,1.0,25,145,100,34,1.0,17878542
88,3334,1.0,31,145,100,24,1.0,22882405
0,35,1.0,30,150,100,0,1.0,34589511
0,23,1.0,18,148,92,0,1.0,29333250
0,280,0.7000000000000001,46,145,100,0,0.85,35789035
67,3,1.0,28,145,0,3,1.0,20772090
0,7,1.0,23,144,57,0,1.0,29207090
0,5,1.0,18,150,100,0,1.0,17776852
98,242,0.85,19,145,100,87,1.0,17282974
0,0,1.0,7,148,0,0,1.0,25108988
100,229,0.55,8,145,100,1,0.9,21023278
0,39,0.5,15,152,83,0,0.9,34751348
0,7,1.0,14,150,50,0,1.0,30801155
87,73,1.0,25,145,90,3,1.0,26296620
100,16,0.85,17,145,0,2,0.95,11284945
86,3334,1.0,24,145,100,36,1.0,17736722
100,10,1.0,37,145,100,1,1.0,31950531
0,73,1.0,19,145,90,0,1.0,13040576
0,4,1.0,28,150,100,0,1.0,5093946
87,255,0.9,15,145,100,3,0.95,25250824
0,0,0.8,24,144,0,0,0.9,35227711
80,496,1.0,16,150,100,1,1.0,31539039
0,0,0.9,10,150,67,0,0.9,34750243
100,411,0.8,41,144,100,4,0.95,18427865
0,5,1.0,15,150,100,0,1.0,32478913
100,7,0.9,5,144,100,1,1.0,17606560
80,7,1.0,22,144,57,1,1.0,29205787
100,129,1.0,29,145,100,5,1.0,26200714
0,7,1.0,18,144,57,0,1.0,27504634
0,295,0.9,30,152,100,0,0.95,34279741
100,59,1.0,15,145,100,6,1.0,26568720
100,7,0.9,4,152,100,1,1.0,17606345
90,62,0.85,13,145,83,6,0.94,14040693
0,3,1.0,20,148,75,0,1.0,34537833
100,1,1.0,17,148,0,1,1.0,25765687
0,1,0.85,8,145,63,1,0.9,34643082
0,6,0.85,21,150,100,0,0.9,27759841
0,7,1.0,21,144,57,0,1.0,29231910
0,33,1.0,15,145,0,0,1.0,30562003
100,369,0.6000000000000001,36,152,100,3,1.0,2001752
93,34,0.75,14,152,100,9,0.95,16160275
92,6,1.0,20,145,100,5,1.0,18090518
0,40,1.0,14,142,33,0,1.0,13884505
92,129,0.85,30,145,100,10,0.9,23964065
0,7,1.0,16,144,57,0,1.0,29237365
100,440,0.9,49,144,100,1,0.95,24201258
80,302,1.0,20,146,100,2,1.0,14260661
0,0,1.0,14,144,0,0,1.0,34397142
80,302,1.0,14,146,100,6,1.0,9060252
0,369,0.49,27,145,100,0,1.0,4775643
60,302,1.0,18,146,100,2,1.0,14261258
100,302,1.0,12,146,100,2,1.0,14261397
93,3,1.0,47,145,0,3,1.0,30322918
0,5,0.9,35,150,90,0,1.0,34515863
0,25,0.8,16,150,100,0,0.9,33617937
0,0,1.0,13,152,0,0,0.9,16298343
0,0,1.0,20,144,0,0,1.0,23339479
0,1,1.0,13,150,0,0,1.0,16998576
0,73,1.0,21,152,90,1,1.0,4357945
0,4,0.68,24,150,100,0,1.0,27325703
100,1,0.6000000000000001,8,152,0,1,0.9,17286192
100,11,0.66,9,146,0,1,0.79,12760447
0,0,0.85,11,150,0,0,0.95,2566018
0,0,1.0,7,144,0,0,1.0,29805438
90,24,1.0,15,152,80,2,0.81,24014886
95,73,1.0,18,145,90,4,1.0,651610
93,302,1.0,16,146,100,12,1.0,9060794
0,0,1.0,15,145,0,0,1.0,30212532
0,0,1.0,8,150,0,0,1.0,29657696
95,302,1.0,15,146,100,4,1.0,14201055
0,7,1.0,18,144,57,0,1.0,29151996
0,7,1.0,15,144,57,0,1.0,29232999
0,0,0.51,11,150,0,0,0.79,15700944
100,4,0.75,32,149,100,2,0.9,17040295
0,9,1.0,20,142,100,0,1.0,33253814
0,27,1.0,17,145,0,0,1.0,27687164
0,290,1.0,13,150,100,0,1.0,31567879
94,7,1.0,16,149,100,7,1.0,25414741
98,53,0.61,18,145,100,46,0.87,643830
100,16,0.95,30,145,100,9,0.95,30181175
93,2551,1.0,32,144,97,145,1.0,694259
92,3334,1.0,21,145,100,50,1.0,17867469
90,160,0.9,33,145,94,27,1.0,3969106
100,1,0.75,15,150,0,1,0.9,33244317
95,229,0.7000000000000001,9,145,100,84,0.9,15043887
87,109,1.0,22,158,100,15,1.0,28655984
98,62,1.0,20,153,100,16,1.0,5606831
92,170,1.0,40,158,75,38,1.0,4172200
80,473,0.9,41,158,97,10,0.95,27733299
83,50,1.0,26,158,100,46,0.95,21868172
99,142,1.0,56,158,100,29,1.0,23855504
96,166,0.9,32,158,100,30,1.0,19190862
97,411,1.0,62,157,100,36,1.0,19992223
94,1337,0.9,45,158,100,79,1.0,12155194
91,341,0.85,35,158,100,78,1.0,149152
90,308,0.65,36,157,100,42,0.85,23452143
98,100,0.8,35,158,90,28,0.95,20010373
100,165,1.0,29,159,100,1,1.0,33908186
0,165,1.0,31,158,100,0,1.0,33908185
98,1360,0.85,44,158,81,10,0.9,32138389
0,96,1.0,28,158,100,0,1.0,35648440
96,425,1.0,21,153,100,24,1.0,21297566
97,104,1.0,30,161,100,86,1.0,7007790
80,4,0.9,16,158,100,4,0.9,34711915
0,124,0.51,11,158,100,0,0.79,33580062
87,30,1.0,78,158,90,15,1.0,6106467
96,17,0.9,34,158,100,11,0.95,24852220
0,4,0.75,55,158,100,0,0.9,34751160
97,48,0.8,19,158,100,38,0.98,2645792
100,16,0.67,32,157,100,16,0.9,30775797
100,38,1.0,14,157,90,2,1.0,14316061
100,1,0.9,19,158,0,1,1.0,15222825
100,7,0.75,14,157,100,7,0.9,27389569
100,4,1.0,6,152,0,1,1.0,13577665
100,38,1.0,17,157,90,1,1.0,14315882
80,2,1.0,25,158,100,2,1.0,31378662
0,1,0.52,25,158,90,0,0.78,33421526
80,1,0.8,20,158,100,1,0.85,34512698
88,44,1.0,12,158,100,10,0.9,17487114
0,17,0.8,27,154,0,0,0.95,33942360
0,10,0.85,14,158,100,0,0.9,33557916
100,38,1.0,9,161,100,6,1.0,10647979
0,269,1.0,27,161,74,0,1.0,30316944
91,425,1.0,20,153,100,9,1.0,22935090
80,3,1.0,21,158,100,1,1.0,32817213
100,53,0.95,29,158,100,1,0.95,32954342
100,42,0.75,30,158,100,8,0.95,9494895
97,425,1.0,21,153,100,14,1.0,21295798
100,178,0.9,33,157,100,10,1.0,21799087
0,17,0.8300000000000001,23,158,80,0,0.92,34037300
0,1,0.85,13,158,100,0,0.9,35355481
100,1,0.85,24,158,100,1,0.85,32421514
0,0,0.85,10,157,0,0,0.95,33585706
0,0,1.0,22,158,0,0,1.0,26421724
100,5,1.0,16,158,0,2,1.0,17667181
0,17,1.0,1,153,0,0,1.0,35578873
0,0,1.0,15,158,0,0,1.0,30376698
0,0,1.0,9,154,0,0,1.0,33036527
0,7,0.8,9,158,100,0,0.9,18305483
100,13,0.9,9,156,0,3,1.0,10517645
100,12,0.6000000000000001,5,158,0,1,0.79,21242954
100,131,1.0,10,158,40,3,1.0,27782775
90,55,1.0,34,158,100,2,1.0,28313409
91,92,0.74,36,158,100,9,0.95,12494096
0,1,1.0,18,158,0,0,1.0,22495835
0,0,1.0,13,157,0,0,1.0,30395792
93,23,0.65,75,158,0,23,0.9,18452894
0,0,0.85,9,158,0,0,1.0,17592997
80,2,1.0,12,158,0,1,1.0,27237907
100,3,1.0,21,158,100,1,1.0,27761008
0,7,0.9,5,152,100,0,1.0,17600967
0,7,0.8,7,158,100,1,0.9,18227401
100,41,1.0,10,158,100,1,0.95,13651960
100,2,1.0,18,158,100,1,1.0,34544879
90,41,0.65,11,158,100,6,0.95,8865771
0,0,0.51,66,158,100,0,0.8200000000000001,28520842
0,2,1.0,4,159,0,0,1.0,25889509
95,425,1.0,22,153,100,8,1.0,21265437
0,0,1.0,26,161,0,0,1.0,30535909
0,1,0.75,24,158,100,0,0.9,31194217
80,1,1.0,19,161,0,1,1.0,29179340
100,4,1.0,14,158,100,1,1.0,26664334
80,4,1.0,20,158,0,2,1.0,21868129
88,6,1.0,37,156,0,6,0.9,14037580
0,0,1.0,20,158,0,0,1.0,27992510
80,5,0.8,21,158,0,3,0.9,18544992
100,9,0.65,42,158,100,5,0.85,11990122
80,4,0.95,23,161,100,2,0.95,18104788
93,425,1.0,24,153,100,6,1.0,21269053
0,0,0.9,37,158,0,0,1.0,32615202
100,38,1.0,16,157,90,2,1.0,14315988
100,6,1.0,19,154,30,4,1.0,31618850
87,16,0.8,29,158,0,6,0.9,4589232
0,38,1.0,17,157,90,0,1.0,13685928
100,425,1.0,23,153,100,4,1.0,21296926
0,0,0.61,5,157,0,0,0.85,23107528
98,103,1.0,11,156,100,12,1.0,12083881
99,42,0.8,37,158,100,31,1.0,7204420
100,76,0.73,14,158,100,4,0.95,21912658
100,5,0.51,7,158,0,2,0.79,16440088
89,135,0.65,41,158,100,124,0.87,9032781
96,483,0.88,29,157,98,79,0.92,19250312
0,0,1.0,19,154,100,0,1.0,33633907
100,166,0.9,20,165,100,21,1.0,21321409
93,91,0.88,22,171,100,90,0.95,16122887
94,137,0.75,40,171,100,36,0.9,13709698
97,166,0.9,37,165,100,44,1.0,13882517
97,295,0.9,14,165,100,61,0.95,14497311
92,140,1.0,10,171,100,46,1.0,8403334
96,166,0.9,53,165,100,33,1.0,14902128
94,184,1.0,82,165,100,66,1.0,3792630
97,114,1.0,14,163,100,38,1.0,22497390
99,28,0.75,25,165,100,20,0.88,29983837
90,48,0.8,25,171,100,46,0.98,20961021
98,87,0.9,47,171,100,87,1.0,20759030
97,104,0.7000000000000001,74,171,100,104,0.95,13360064
99,17,1.0,21,170,0,15,1.0,9550325
97,43,1.0,30,169,100,42,1.0,23115490
94,79,0.9,32,165,100,79,1.0,12783474
89,48,1.0,22,170,100,23,1.0,11282182
99,67,0.85,64,167,100,48,1.0,19657747
95,145,1.0,46,171,100,5,1.0,16600169
91,74,0.62,17,165,100,53,0.92,3688515
92,33,1.0,26,170,100,5,1.0,21824570
83,617,0.95,40,171,100,12,1.0,25737041
94,34,0.95,13,171,100,14,0.97,29061653
100,285,0.77,27,162,100,5,0.93,33494030
95,166,0.9,26,165,100,11,1.0,21306820
99,17,0.5,23,171,0,16,0.95,16844361
98,52,0.7000000000000001,36,167,100,43,0.9,18024976
94,61,1.0,27,171,100,38,1.0,21058090
100,20,1.0,31,165,93,4,1.0,32813147
91,53,0.85,24,171,100,35,1.0,1827011
100,18,1.0,21,171,100,1,1.0,27401798
100,8,1.0,18,165,100,1,0.85,22485896
91,140,1.0,16,165,100,18,1.0,16611969
100,14,1.0,20,162,100,5,1.0,30205082
0,2,1.0,9,171,0,0,1.0,32446734
0,90,1.0,3,163,100,0,1.0,35939293
90,285,1.0,16,162,100,2,1.0,13753719
100,64,0.8300000000000001,32,165,100,64,1.0,14350812
98,633,0.7000000000000001,30,171,100,11,0.85,5330120
100,23,0.85,33,171,98,3,0.95,34741377
94,7,1.0,32,165,70,7,1.0,25478750
80,124,0.51,11,171,100,2,0.79,30225093
100,124,0.53,8,171,100,1,0.8,30155512
93,126,1.0,25,165,92,3,1.0,25539557
0,0,0.6000000000000001,31,171,50,0,0.85,32358263
0,14,0.9,63,163,0,0,0.9,19930563
0,124,0.51,12,171,100,0,0.79,30108483
0,0,0.9,14,165,0,0,0.92,35867915
80,140,1.0,16,165,100,1,1.0,28480213
100,37,0.8,8,171,90,7,0.9,30439254
0,0,0.75,1,171,0,0,0.9,23548863
97,34,0.75,34,171,100,25,0.95,14664544
100,18,0.8,64,171,100,2,0.9,29706823
100,14,0.85,15,165,100,5,0.9,15480404
100,16,1.0,23,165,100,3,1.0,27337455
0,165,1.0,30,162,100,0,1.0,36037209
100,6,0.75,13,171,0,6,0.85,12104415
0,0,1.0,9,165,0,0,1.0,21664188
50,2,0.75,33,171,0,2,0.9,24809377
20,1,1.0,20,170,0,1,1.0,25259527
0,20,1.0,48,165,93,0,1.0,34539802
0,1,1.0,6,170,0,1,1.0,25108209
100,188,0.8,41,165,98,2,1.0,33395449
0,1,1.0,15,171,0,1,1.0,24623338
0,2,1.0,11,167,0,0,1.0,25888521
100,21,0.7000000000000001,25,167,100,5,0.8,30856929
0,20,1.0,48,165,93,0,1.0,34539499
0,1,1.0,13,171,0,0,0.79,33780412
0,20,1.0,48,165,93,0,1.0,34538306
0,9,1.0,21,162,100,0,1.0,33255737
96,131,1.0,8,165,40,16,1.0,16403722
100,16,1.0,34,165,100,7,1.0,30182387
0,44,1.0,8,171,100,0,0.8,33855090
100,5,1.0,16,171,0,2,1.0,22568665
0,0,1.0,34,171,0,0,1.0,21384338
0,44,1.0,8,171,100,0,0.8,33855515
0,0,1.0,9,171,0,0,1.0,33245960
0,2,1.0,15,171,0,0,1.0,31193952
0,38,0.85,27,171,100,0,0.9,35763883
97,7,0.8,10,162,50,7,0.88,22686768
97,8,0.7000000000000001,12,165,100,7,0.88,27583536
0,0,1.0,10,171,0,0,1.0,29778446
0,8,0.5,11,170,100,0,0.75,19530409
0,39,1.0,44,171,100,0,1.0,34121400
0,20,1.0,48,165,93,0,1.0,34537027
0,0,0.9,7,165,0,0,1.0,22373949
80,74,1.0,17,166,83,2,1.0,31810480
0,20,1.0,48,165,93,0,1.0,34539275
80,290,1.0,6,166,100,1,1.0,31565928
0,1,0.8,19,171,100,0,0.9,34861568
100,50,0.85,25,171,100,3,0.9,23122455
0,0,1.0,7,171,0,0,1.0,25844847
0,0,1.0,13,171,0,0,1.0,21833509
100,6,1.0,18,166,100,6,1.0,30128061
98,14,0.9,35,166,100,9,0.95,15565117
98,52,1.0,37,165,100,8,1.0,21748571
0,0,1.0,18,171,0,0,1.0,29930403
0,0,1.0,7,171,0,0,1.0,28367307
0,20,1.0,48,165,93,0,1.0,34541070
0,19,1.0,7,165,100,0,1.0,4809145
80,103,1.0,13,171,100,1,1.0,5260810
0,74,1.0,22,166,83,0,1.0,32648100
0,2,1.0,7,171,100,0,1.0,25453095
0,12,0.8,22,165,100,0,0.9,31365409
0,10,1.0,11,171,100,0,1.0,35183571
100,73,1.0,30,165,90,1,1.0,856065
0,334,0.6000000000000001,71,171,94,0,0.85,24521730
0,0,1.0,13,171,0,0,1.0,30686921
0,0,0.51,17,165,67,0,0.79,35342573
100,74,1.0,17,166,83,1,1.0,31859781
0,0,1.0,14,171,0,0,1.0,18055479
0,0,0.85,17,171,0,0,0.9,21824783
0,0,1.0,6,171,0,0,1.0,23018218
0,1,1.0,7,171,0,1,1.0,25195119
0,0,0.51,1,171,0,0,0.79,29658898
0,1,0.7000000000000001,18,171,0,0,0.85,34056936
0,73,1.0,20,165,90,0,1.0,28910897
0,3,0.7000000000000001,13,171,0,2,0.93,22179146
0,1,1.0,8,171,0,0,1.0,18394160
0,5,1.0,7,171,100,1,1.0,17388871
0,0,0.75,28,165,0,0,0.85,33033540
0,4,1.0,13,171,0,0,1.0,19927953
0,6,0.8,9,170,0,0,1.0,9757823
100,29,1.0,27,171,100,1,1.0,33222839
0,70,0.6000000000000001,5,162,0,0,0.79,31166889
100,19,1.0,7,165,100,1,1.0,4809320
0,3,1.0,7,171,0,0,1.0,11513872
0,0,0.51,8,171,0,0,0.78,34713026
100,52,0.45,30,171,100,5,0.75,27027508
0,14,1.0,5,171,100,0,1.0,34576592
0,55,1.0,27,171,100,0,1.0,28314176
100,5,0.8,11,170,0,2,0.9,30398250
20,1,0.7000000000000001,9,165,0,1,0.85,26572240
0,1,0.65,9,171,100,0,0.85,33555500
97,29,1.0,70,170,100,7,1.0,29854256
73,62,0.8,7,170,100,3,0.9,10518379
92,34,0.7000000000000001,13,171,100,5,0.85,21386078
0,55,1.0,31,171,100,0,1.0,28809912
80,3,0.45,23,165,80,2,0.85,23267306
60,3,1.0,39,171,0,2,1.0,23577363
0,0,1.0,9,171,0,0,0.86,23522683
0,1,0.51,11,171,0,1,0.8,19851346
98,58,0.9,37,171,100,12,1.0,19907830
0,5,1.0,8,170,100,0,1.0,22603150
0,20,1.0,48,165,93,0,1.0,34541367
90,415,0.8,57,165,100,2,1.0,20479280
96,114,0.85,21,166,100,23,0.9,16273148
0,0,1.0,14,169,0,0,1.0,35812136
0,97,1.0,10,165,100,0,0.95,28271533
100,13,0.8,15,171,0,3,1.0,10568798
98,12,1.0,55,171,0,12,1.0,10724683
0,0,0.7000000000000001,32,171,0,0,0.85,35382831
100,8,0.7000000000000001,22,171,100,5,0.9,16776538
90,2,1.0,12,167,0,2,1.0,25864049
100,188,0.9,31,171,100,3,1.0,22886988
91,40,0.7000000000000001,29,171,33,39,0.77,11909806
100,38,1.0,17,163,90,1,1.0,14315726
0,34,0.7000000000000001,29,171,100,0,0.85,34437963
0,671,1.0,31,171,98,0,1.0,34696477
0,37,1.0,24,171,67,0,1.0,35516365
0,20,1.0,48,165,93,0,1.0,34539012
0,0,1.0,14,171,100,0,1.0,34001579
0,20,1.0,48,165,93,0,1.0,34540761
98,11,1.0,54,165,100,11,1.0,20015225
0,2,0.9,57,169,100,0,0.95,34604132
0,308,0.63,36,165,100,0,0.85,34419843
0,20,1.0,48,165,93,0,1.0,34541661
100,89,0.8,60,169,100,3,0.85,33190907
70,24,0.9,10,171,100,2,0.95,31281924
100,255,0.6000000000000001,38,165,100,3,0.8,32788822
90,20,1.0,48,171,93,3,0.95,33021640
89,282,1.0,8,165,100,61,1.0,5069233
94,126,1.0,31,167,92,10,1.0,24079962
100,109,1.0,55,170,100,1,1.0,32582454
0,9,0.8200000000000001,18,165,100,0,0.9,27367120
99,230,0.9,28,170,100,18,0.95,23688780
92,144,0.8,24,165,100,118,0.9,3396869
97,69,0.85,24,167,100,69,0.9,24922343
92,89,0.65,33,178,100,18,0.85,22068184
96,50,0.9,39,179,100,15,1.0,18020070
98,30,1.0,31,178,100,24,1.0,13396196
94,145,0.8,32,178,100,27,1.0,17406474
96,162,0.9,182,181,100,84,0.95,13687177
89,617,0.95,75,178,100,111,1.0,6689820
96,139,0.85,35,178,100,43,0.97,22311222
93,329,1.0,32,175,100,55,0.9,14819684
96,290,0.8,40,175,100,71,0.8,16492133
88,28,0.55,33,178,100,24,0.8,7346943
92,131,1.0,39,181,40,50,1.0,18073240
0,1,1.0,2,177,0,0,1.0,27367500
96,126,1.0,38,175,92,9,1.0,24715499
95,126,1.0,16,178,92,13,1.0,25538609
100,2,0.8,12,178,100,2,1.0,34055670
97,26,0.65,18,171,100,13,0.9,24287599
93,617,0.95,40,178,100,12,1.0,20055830
88,83,1.0,18,173,70,10,1.0,4999817
0,37,1.0,22,175,67,0,1.0,35490916
100,3,0.8,29,178,100,3,0.9,34369902
0,3,0.85,8,175,0,0,0.9,21712027
100,32,1.0,24,178,0,7,1.0,14995512
0,126,1.0,18,178,92,0,1.0,25538019
94,109,0.7000000000000001,31,178,100,100,0.85,16898703
94,269,1.0,13,175,74,10,1.0,12913465
0,25,1.0,17,175,100,0,1.0,32164271
93,85,1.0,34,173,100,31,1.0,15969994
100,32,1.0,26,178,0,16,1.0,15550364
0,4,1.0,6,171,100,0,1.0,34753123
0,0,1.0,14,178,0,0,1.0,27754116
100,32,1.0,25,178,0,9,1.0,15583891
96,84,0.55,17,178,100,11,0.7000000000000001,21948262
70,13,0.75,24,178,100,2,0.9,4117757
0,1,1.0,18,178,0,0,1.0,33583947
0,8,0.65,22,177,100,0,0.8,11568555
100,295,1.0,22,171,100,1,1.0,30438187
94,339,0.8,44,173,100,14,0.95,29882729
0,15,1.0,12,178,100,0,1.0,34571679
0,16,1.0,24,178,100,0,1.0,27931948
100,5,0.8,24,178,100,2,0.9,31916531
0,3,1.0,20,173,80,0,1.0,23342434
100,1,0.71,60,171,0,1,0.8300000000000001,24229544
100,1225,1.0,11,178,85,4,1.0,12270535
0,9,1.0,9,174,0,1,1.0,22565754
0,0,1.0,13,178,0,0,1.0,32495982
0,73,1.0,15,178,90,0,1.0,31614826
100,40,0.7000000000000001,11,178,100,9,0.85,28235834
0,0,0.85,7,178,0,0,1.0,16451257
100,16,0.65,31,178,100,2,0.9,16155663
96,49,0.8,79,178,100,10,1.0,28047755
90,269,1.0,20,175,74,6,1.0,11634772
0,0,1.0,6,178,0,0,1.0,29129039
0,1,1.0,5,178,100,0,1.0,9297953
0,2,1.0,16,178,0,0,1.0,30159408
0,8,1.0,7,175,100,1,1.0,30293526
0,37,1.0,25,175,67,0,1.0,35512424
88,26,0.7000000000000001,37,178,100,12,1.0,26781666
97,131,1.0,6,174,40,8,1.0,16392456
99,123,0.93,47,174,100,32,0.95,5920350
100,19,0.95,16,175,100,19,0.95,15313132
91,617,0.95,40,177,100,76,1.0,13391275
99,16,0.7000000000000001,51,184,100,16,0.95,21150511
95,1526,1.0,36,191,100,4,1.0,23277577
76,20,1.0,31,184,93,5,1.0,32802962
100,17,1.0,40,184,100,8,1.0,33319033
97,0,1.0,47,184,0,19,0.9,20798026
93,44,1.0,12,184,100,24,1.0,23305215
92,329,1.0,71,184,100,35,0.9,5452866
94,71,0.7000000000000001,41,191,100,57,0.99,6946474
94,55,0.9,52,184,90,54,0.97,23392930
96,57,1.0,28,184,100,57,0.95,14745672
98,58,0.85,23,191,100,58,0.9,23287192
0,0,1.0,3,188,0,0,1.0,27668104
92,73,0.9,32,184,100,71,0.96,17727201
94,420,0.85,39,188,94,52,0.95,23667047
100,31,1.0,24,184,100,4,1.0,25403982
96,117,0.85,37,191,100,102,0.9,3731216
98,24,0.8,17,191,100,22,1.0,15007123
0,20,1.0,31,184,93,0,0.95,33021769
0,633,1.0,36,184,100,0,0.9,31449308
97,635,0.85,26,191,100,14,0.9,16568500
92,106,0.8,92,183,100,24,1.0,21485966
94,8,1.0,21,184,0,8,0.76,22691454
0,16,1.0,27,184,0,0,1.0,30350018
92,28,0.85,17,184,100,5,1.0,26702632
80,1019,0.9,33,184,98,3,0.95,30343067
0,10,1.0,27,184,0,0,1.0,30349271
0,0,1.0,16,191,60,0,1.0,35216382
97,145,0.8,49,191,100,6,1.0,17747504
98,178,1.0,18,191,100,8,1.0,20538687
94,425,1.0,26,188,100,20,1.0,16430398
96,137,0.8,29,184,100,52,0.9,21062463
0,3,1.0,5,188,0,0,1.0,32384857
0,0,0.85,8,191,0,0,0.85,34677739
94,411,0.75,111,183,100,7,0.95,18163128
98,68,0.8,15,184,100,11,1.0,20146906
0,25,1.0,35,191,100,0,1.0,35882124
98,178,1.0,10,191,100,9,1.0,20133199
0,20,1.0,31,184,93,0,1.0,34539393
90,425,1.0,20,188,100,2,1.0,16428293
0,178,1.0,54,191,100,0,1.0,32758706
97,425,1.0,22,188,100,37,1.0,15271552
97,302,1.0,22,188,100,42,1.0,10118852
0,1019,0.9,31,184,98,0,0.95,30344546
0,1,1.0,9,191,0,1,1.0,18756871
0,20,1.0,31,184,93,0,1.0,34541479
0,28,0.8,11,184,75,0,0.9,31559607
0,20,1.0,31,184,93,0,1.0,34538670
0,20,1.0,31,184,93,0,0.95,33022083
93,3,0.5,22,184,100,3,0.8200000000000001,26784276
99,425,1.0,26,188,100,32,1.0,15165797
95,425,1.0,20,188,100,44,1.0,15268162
95,485,1.0,41,184,100,5,1.0,20071311
0,11,1.0,20,184,89,0,1.0,34645376
0,20,1.0,31,184,93,0,1.0,34541235
70,8,0.9,25,191,0,2,1.0,19087936
0,20,1.0,31,184,93,0,1.0,34539642
0,178,1.0,51,191,100,0,1.0,32758471
93,54,0.51,15,184,100,3,0.79,30308512
