guest_satisfication,host_reviews,monthly_price_factor,picture_count,price,response_rate,reviews_count,weekly_price_factor,listing_key
91,444,0.8200000000000001,15,82,100,74,0.86,3340882
87,619,0.91,36,82,100,86,0.95,9470451
98,1019,1.0,18,86,98,52,0.87,23568540
98,65,1.0,25,86,100,63,1.0,22809640
96,26,0.63,12,91,100,26,0.9,26667161
92,200,1.0,37,88,100,70,1.0,28604424
91,662,0.9,20,82,100,177,0.95,8540025
93,2185,0.95,19,91,100,50,0.95,20225248
97,444,1.0,30,82,100,39,0.85,7827460
98,309,0.85,27,82,100,38,0.95,27806500
95,184,1.0,50,82,0,103,1.0,3792437
96,309,0.9,21,82,100,70,1.0,16164410
96,237,0.6000000000000001,17,90,100,43,0.85,23876851
98,88,0.75,27,91,100,84,0.89,19751107
98,57,1.0,30,86,100,13,1.0,30908819
96,81,0.8,56,90,100,36,0.95,1843730
100,57,1.0,22,86,100,5,1.0,33346713
98,329,1.0,20,86,100,12,1.0,33330753
97,34,0.85,28,86,100,34,1.0,29340692
98,72,1.0,48,86,100,70,1.0,17907874
92,672,1.0,36,90,91,80,1.0,3712155
95,139,0.9,23,86,100,22,0.97,29546876
95,329,1.0,50,91,100,49,0.9,5452735
93,47,0.71,36,90,100,45,0.89,11591248
95,237,0.6000000000000001,19,90,100,25,0.85,25722804
95,444,0.81,23,82,100,62,1.0,3340897
93,27,0.7000000000000001,24,90,90,21,0.86,18124804
98,38,0.9,39,84,100,26,0.95,22220567
90,2,0.9,28,82,100,2,0.95,34942714
95,81,0.85,59,82,100,44,1.0,1856465
90,34,0.7000000000000001,27,82,100,34,0.9,19086143
97,57,1.0,15,86,100,13,1.0,30911392
94,2551,1.0,30,86,97,124,1.0,132724
94,339,0.87,21,86,100,73,0.97,7227728
86,25,0.72,26,90,80,25,0.85,27064699
86,376,1.0,56,87,100,28,1.0,21255949
100,65,0.9,24,90,100,8,1.0,33428886
100,308,0.6000000000000001,31,86,100,10,0.85,32569016
93,295,0.8,21,91,100,27,0.88,25515810
95,2551,1.0,38,91,97,52,1.0,20434575
98,308,0.65,33,86,100,8,0.85,32767447
93,237,0.6000000000000001,10,90,100,42,0.85,22684844
91,211,1.0,23,90,100,13,1.0,26257636
91,18,0.65,33,82,0,8,0.85,17480133
93,671,0.9,29,91,98,72,1.0,18177707
88,200,1.0,24,88,100,5,1.0,35166396
92,540,0.9,25,86,100,30,0.95,20622057
91,134,1.0,14,88,100,10,1.0,15399965
99,219,1.0,38,86,100,80,1.0,13076787
100,4,0.7000000000000001,24,90,100,4,0.8,33749508
97,369,1.0,34,88,100,23,1.0,1978571
100,19,1.0,16,83,90,2,1.0,29980853
90,473,0.9,11,86,97,27,0.95,23306604
99,23,1.0,11,83,100,20,1.0,24492182
89,671,0.9,14,86,98,9,1.0,31839170
95,137,0.8,14,86,100,71,0.9,21093955
98,45,0.8,16,82,100,42,0.88,25781225
80,3,1.0,13,83,100,1,1.0,32174761
100,671,0.85,26,90,98,2,1.0,32348937
99,27,1.0,18,87,100,27,1.0,25035019
100,18,0.9,21,86,100,6,0.95,33877492
90,444,1.0,15,82,100,8,1.0,27779947
0,1,0.9,21,86,100,0,0.95,35049617
0,1,0.9,20,86,100,0,0.95,35050405
0,4,0.9,20,82,100,0,0.9,33399725
98,230,0.9,27,84,100,24,0.95,15149417
84,5,0.7000000000000001,24,82,100,5,0.79,30666242
91,671,1.0,15,90,98,7,1.0,31571455
100,30,1.0,34,90,100,1,1.0,32954687
0,1,0.85,4,86,63,0,0.88,34865493
97,369,0.59,19,84,100,6,1.0,5667447
97,36,1.0,17,82,100,31,1.0,30372035
100,4,1.0,10,86,100,3,1.0,28224289
92,22,1.0,18,86,100,20,1.0,28988282
99,20,0.9,63,90,100,19,1.0,25348934
96,11,1.0,31,86,100,11,1.0,30320984
100,671,1.0,26,86,98,1,1.0,33458147
68,171,0.51,31,90,100,5,0.79,15148175
0,4,0.8,31,90,29,0,0.9,29574192
99,46,0.8,19,82,90,17,1.0,27171255
0,7,1.0,16,86,0,1,1.0,15764868
100,53,0.9,27,90,100,8,0.9,29562498
96,10,0.75,44,91,100,10,0.9,24182861
100,18,0.9,25,88,100,10,0.95,33835352
96,44,0.7000000000000001,15,90,100,17,0.9,23895445
93,134,1.0,10,88,100,3,1.0,22917481
98,23,1.0,35,86,90,22,1.0,25286899
0,14,1.0,14,91,100,0,1.0,35797885
96,5,0.85,17,90,0,5,1.0,28439077
98,16,0.75,10,86,100,16,0.85,29039508
0,425,1.0,8,86,100,0,1.0,32554244
96,9,1.0,50,82,0,9,1.0,26369328
99,223,0.85,19,82,88,49,0.9,20311620
0,3,1.0,4,88,100,0,1.0,34973938
100,40,0.85,48,82,100,5,1.0,13826988
0,671,1.0,19,86,98,0,1.0,33671678
90,95,1.0,28,88,100,2,1.0,33099973
96,1,0.8,61,86,0,5,0.9,28002371
100,2,0.8,15,82,90,2,1.0,28736958
100,1,0.75,69,86,0,4,0.9,33166601
0,0,1.0,11,88,0,0,1.0,21568556
78,66,0.85,16,86,94,13,0.95,24950646
100,13,1.0,26,90,100,8,1.0,25862731
0,1,1.0,28,90,100,0,1.0,29703231
0,145,1.0,10,86,100,0,1.0,33821665
0,0,1.0,5,82,0,0,1.0,17979678
0,4,0.9,8,90,100,0,1.0,33905360
0,1,1.0,11,82,0,1,1.0,27524140
100,4,1.0,8,90,0,4,1.0,29736566
95,57,1.0,24,86,91,56,1.0,25499532
40,1,1.0,94,86,0,1,1.0,27578708
100,15,0.9,21,90,100,9,1.0,30759630
0,2,1.0,55,90,100,0,1.0,33944426
100,53,0.75,21,90,100,3,0.85,34511680
93,25,0.8,55,90,100,6,0.85,31530199
0,0,1.0,21,84,0,0,1.0,35709775
96,223,1.0,9,82,88,37,1.0,20001527
94,338,0.8,51,82,100,29,0.9,13747299
99,55,0.9,24,86,100,38,0.9,21326285
0,4,0.9,21,82,100,0,0.9,30181929
100,50,0.94,42,84,100,9,0.97,29388310
0,23,1.0,41,82,100,0,1.0,36043922
98,339,0.8,44,86,100,36,0.95,22065189
98,223,0.85,18,82,88,42,0.9,19935037
0,0,0.85,17,90,100,0,0.9,35003787
60,1,0.8,9,90,0,1,0.95,17252270
93,467,1.0,23,82,100,6,1.0,33913744
0,0,1.0,23,87,38,0,1.0,34505258
100,5,0.72,29,90,0,5,0.75,24176729
0,0,0.85,16,90,100,0,0.9,35003910
0,34,0.85,7,91,100,0,0.93,35763724
96,53,0.8,28,90,100,5,0.9,30676007
0,0,0.75,7,82,0,0,0.9,36000138
100,15,1.0,24,86,100,4,1.0,32892120
0,0,1.0,13,82,0,0,1.0,30602835
96,33,1.0,32,86,100,27,1.0,15952909
0,1,0.9,38,82,100,0,0.95,34481609
0,3,1.0,13,82,50,0,1.0,33968770
100,15,0.8,34,90,100,1,1.0,30230925
90,3,1.0,24,90,100,2,1.0,33769440
100,61,0.8,30,90,100,2,0.9,28928115
80,90,0.9,24,80,100,2,1.0,26928723
100,1,1.0,13,86,0,1,1.0,31023077
100,52,1.0,31,90,100,2,1.0,27456062
97,104,1.0,7,86,100,7,1.0,31142108
89,55,0.52,27,86,100,11,0.8,18365903
100,1,1.0,7,83,0,1,1.0,28807758
97,22,0.8200000000000001,23,86,100,7,1.0,20796683
0,84,0.92,25,82,100,0,0.95,33613683
94,198,1.0,9,86,100,40,1.0,16129737
0,0,0.8,17,90,0,0,1.0,31225076
90,3,0.51,10,86,33,2,1.0,30824785
100,30,1.0,36,90,100,1,1.0,33463754
100,41,0.7000000000000001,27,82,100,1,0.9,29822020
0,3,1.0,8,83,100,0,1.0,34676817
60,1,1.0,5,82,67,1,1.0,17857354
99,123,0.68,44,84,100,28,0.85,18611961
0,0,0.6000000000000001,11,90,0,0,1.0,35999415
100,3,0.7000000000000001,41,82,100,2,0.85,35423231
0,0,1.0,6,82,0,0,1.0,36066895
98,54,0.65,15,86,100,33,0.95,4421987
0,84,0.92,22,82,100,0,0.95,33808294
0,4,0.7000000000000001,14,86,100,0,0.9,35805119
0,11,1.0,17,82,89,0,1.0,35512587
80,1,1.0,7,82,0,1,0.79,28632361
98,18,0.7000000000000001,31,86,100,11,0.85,28722344
0,0,0.55,15,86,0,0,0.8200000000000001,17651718
0,1,0.51,19,90,0,0,1.0,32910042
60,1,0.7000000000000001,9,87,0,1,0.8,20742886
99,152,1.0,10,86,80,58,1.0,18073854
100,157,1.0,22,82,100,6,1.0,28127476
0,0,0.6900000000000001,11,84,0,0,0.79,35609195
100,7,1.0,19,91,57,2,1.0,27681853
100,6,1.0,20,82,100,6,0.89,30712556
70,73,1.0,17,90,90,2,1.0,21972880
100,5,1.0,29,86,100,2,1.0,30705854
0,3,0.65,14,82,100,0,0.9,31864835
100,9,0.5,11,83,0,4,0.75,7790370
0,0,1.0,8,80,0,0,0.9,35343396
97,17,1.0,19,82,0,14,0.8200000000000001,11825751
0,3,0.85,10,90,100,0,0.9,18291303
100,50,0.85,14,86,100,2,0.9,23120692
100,6,1.0,19,86,100,6,1.0,30537132
0,0,1.0,18,82,100,0,1.0,35389338
100,1,0.7000000000000001,17,86,100,1,0.85,34185924
0,1,0.75,17,82,60,0,0.85,34156705
98,12,0.55,17,86,100,12,0.8,28910440
100,100,0.56,27,86,90,2,0.87,24699562
0,1,1.0,30,82,0,0,1.0,21948755
0,0,1.0,11,82,0,0,1.0,34183473
0,0,0.95,19,83,0,0,0.97,32748260
90,2,0.85,33,83,0,2,0.95,32159484
97,16,0.75,15,90,100,6,0.9,29779799
87,12,0.55,47,86,100,3,0.9,22571996
87,107,0.85,19,82,100,3,0.95,22697437
60,1,1.0,8,86,0,1,1.0,31140385
100,55,1.0,20,86,100,5,1.0,28809412
96,15,0.9,22,83,0,10,0.95,28184843
0,0,0.7000000000000001,28,82,100,0,0.79,35153117
0,8,0.8,47,82,100,0,0.85,22107907
0,0,0.34,9,86,100,0,0.5,34784113
0,1,1.0,9,90,0,0,1.0,16346560
0,0,1.0,27,86,0,0,1.0,33800884
0,49,0.75,27,83,100,0,1.0,33742323
95,259,0.54,12,87,100,79,0.78,8541899
60,9,0.9,31,87,0,1,0.95,21948513
0,0,1.0,12,90,0,0,1.0,35940704
87,60,1.0,17,91,100,3,1.0,30588495
90,76,1.0,25,86,92,12,1.0,26629979
100,9,0.55,17,83,0,1,0.8200000000000001,7790321
0,0,0.65,21,86,0,0,0.75,35941866
96,9,1.0,14,82,100,9,1.0,27092522
0,1,1.0,29,90,0,1,1.0,29731445
80,2,0.8,32,82,100,2,1.0,32500630
100,15,0.8,21,86,100,1,1.0,30295979
0,2,0.51,3,82,0,0,0.79,36000857
0,282,1.0,3,91,100,0,1.0,33995655
100,9,0.75,16,91,0,1,0.85,23397397
93,75,0.7000000000000001,16,82,100,3,0.85,29954712
100,1,1.0,11,84,0,1,1.0,29515687
94,17,0.7000000000000001,7,90,0,14,0.87,5362862
60,10,0.65,37,84,100,5,0.9,10996520
0,86,1.0,4,86,100,0,1.0,24670659
84,6,1.0,31,82,100,5,1.0,22081482
0,0,0.7000000000000001,16,82,100,0,0.8,36068899
0,30,1.0,31,90,100,0,1.0,33464071
0,73,1.0,18,86,90,0,0.84,21523745
91,54,1.0,12,82,0,22,1.0,28716072
100,1,0.8,44,86,0,15,0.9,13723915
93,55,1.0,7,82,95,8,0.9,33115027
100,23,0.9,33,90,98,3,0.95,34497554
95,88,0.78,31,87,80,4,0.84,7086992
97,10,0.7000000000000001,16,82,100,6,1.0,32081599
0,29,0.9,4,90,83,0,0.9,34087324
97,56,1.0,23,86,80,56,1.0,9634521
100,12,0.55,18,91,100,12,0.84,132204
70,171,0.7000000000000001,26,88,100,3,0.85,22175712
100,53,0.85,41,90,100,2,0.9,34415678
96,416,0.7000000000000001,49,82,100,43,0.95,10107203
0,1419,0.85,21,86,100,0,0.9,35538451
94,17,0.8,22,84,0,16,0.9,16268147
0,425,1.0,8,86,100,0,1.0,32554183
0,425,1.0,8,86,100,0,1.0,32554214
100,4,0.8,31,86,29,4,0.9,28315318
0,1,1.0,7,86,0,0,1.0,32169293
0,218,1.0,13,86,83,1,1.0,27494088
0,2,1.0,17,90,100,0,1.0,35053261
100,2,0.85,27,82,100,1,0.9,35097540
84,85,0.61,25,90,90,41,0.9,6028128
99,130,0.59,38,86,100,16,1.0,10911205
95,32,1.0,23,90,100,31,1.0,21816740
88,110,1.0,26,82,100,18,1.0,28639116
97,53,0.8,66,82,80,32,1.0,29506388
99,219,1.0,35,86,100,63,1.0,21158963
100,206,1.0,37,84,100,24,1.0,15077817
100,24,0.9,16,82,0,15,0.9,27992152
97,92,0.85,40,91,100,42,0.95,23377272
95,74,0.95,27,82,90,46,1.0,22081955
98,31,0.85,25,91,100,30,0.95,24098466
95,75,0.9,9,88,91,19,0.95,31123840
83,16,0.9,22,82,100,8,0.95,30510779
94,205,0.6000000000000001,33,86,100,36,0.9,786119
96,46,0.8,46,88,100,42,0.9,21866288
97,132,1.0,33,90,100,36,0.95,30849389
92,672,1.0,14,90,91,77,1.0,8275276
93,2551,1.0,42,91,97,58,1.0,20439766
93,2551,1.0,39,91,97,101,1.0,11396316
92,20,0.85,10,82,100,19,0.9,32134433
99,150,1.0,26,91,100,99,1.0,21964045
90,2551,1.0,18,86,97,98,1.0,3241049
94,2185,0.95,51,91,100,88,0.95,18042318
88,1419,0.85,30,84,100,84,0.9,17494193
94,231,0.73,7,82,90,224,0.94,2177950
85,96,0.75,12,82,100,94,1.0,15407320
92,1419,0.85,30,86,100,96,0.9,17341871
89,563,0.86,57,90,100,295,1.0,3061825
90,199,0.65,24,82,100,88,0.85,3944178
98,397,0.75,24,92,100,58,0.8,4917165
82,230,1.0,11,98,90,77,1.0,19908636
98,82,0.8,40,92,100,79,0.9,24001331
96,397,0.55,18,92,100,38,0.8,10124429
96,107,0.85,33,92,100,101,0.95,18793806
94,541,0.85,90,99,97,155,0.9,1399096
90,2185,0.95,27,99,100,55,0.95,23064219
93,541,0.75,42,99,97,238,0.85,2289977
99,533,1.0,53,100,100,176,1.0,16123678
93,1382,0.8,36,95,91,216,1.0,10164447
95,164,1.0,30,92,100,164,0.85,6448172
99,2317,0.95,19,92,99,183,1.0,20524112
95,139,0.9,16,94,100,30,0.97,29040788
94,411,0.8,42,94,100,85,0.95,5059246
92,59,0.9,24,92,100,59,0.92,22528129
98,107,0.85,44,92,100,95,0.95,14573950
97,91,0.8,41,98,100,91,0.9,16193453
94,133,0.66,62,92,100,133,0.8300000000000001,7133455
97,66,0.93,18,92,100,66,0.97,21232830
97,33,1.0,31,96,100,33,1.0,29798087
99,16,0.7000000000000001,25,99,100,15,0.9,27809756
92,317,0.93,42,95,100,147,0.95,4802860
98,192,0.67,20,92,100,192,1.0,4800329
99,533,1.0,44,99,100,140,1.0,19677415
95,691,1.0,45,99,100,97,1.0,7326618
100,188,0.9,28,92,100,79,1.0,9173210
99,188,0.9,27,99,100,24,1.0,21749807
93,68,0.49,21,98,100,62,1.0,8146819
84,93,0.8,25,92,95,30,0.9,27198997
98,142,1.0,49,95,100,25,1.0,27270194
86,54,0.75,10,101,100,16,0.9,31884080
92,237,0.6000000000000001,19,92,100,55,0.85,27955057
93,282,0.8,8,95,100,83,0.8200000000000001,6886551
90,397,0.7000000000000001,15,92,100,27,0.9,10160458
84,184,1.0,42,92,100,97,1.0,2057381
100,533,1.0,48,99,100,126,1.0,22957060
96,691,1.0,76,99,100,73,1.0,8827934
97,109,1.0,21,92,100,29,1.0,26690443
89,195,0.8,69,92,100,180,0.9,122888
100,57,1.0,28,92,100,4,1.0,33424393
94,211,1.0,37,92,100,27,0.9,24451101
100,146,1.0,21,92,100,3,0.8,34780001
96,98,0.7000000000000001,22,92,100,98,0.9,11047113
88,54,0.9,10,101,100,10,1.0,31350439
97,691,1.0,78,99,100,55,1.0,7900586
98,31,1.0,13,99,100,30,1.0,23288442
100,114,0.75,13,99,100,5,0.85,21711130
97,49,0.76,7,96,100,7,1.0,34335549
95,208,0.85,75,95,100,13,0.99,32406009
95,92,0.8,32,98,100,50,0.9,22294027
87,285,0.85,39,99,100,14,0.95,920807
91,62,0.8,24,99,100,46,1.0,5607475
96,182,0.9,69,92,92,43,0.95,20702942
83,221,0.7000000000000001,17,92,100,56,0.9,1654949
94,296,0.7000000000000001,8,99,100,52,0.9,18566283
89,296,0.75,11,99,100,15,0.92,28737098
91,180,1.0,21,99,100,42,1.0,18058434
0,53,0.95,15,92,100,0,0.95,34125284
96,465,0.8,20,99,100,69,0.9,12052300
83,77,0.75,18,99,90,6,0.9,237111
93,93,0.85,21,98,95,6,0.9,29700145
93,540,0.9,19,92,100,8,0.95,32235037
90,369,1.0,24,99,100,48,1.0,2331182
95,35,0.88,20,101,100,35,0.95,21551956
94,38,0.7000000000000001,26,100,100,36,0.9,21739539
97,22,1.0,7,98,80,6,1.0,30372239
93,68,1.0,16,99,100,53,1.0,13621544
100,7,1.0,17,99,0,1,1.0,15764621
100,7,0.7000000000000001,38,96,100,5,0.95,24524988
93,93,0.85,21,99,95,3,0.93,29033561
0,1,1.0,26,99,100,0,1.0,35770249
95,22,1.0,10,98,80,4,1.0,30397298
98,39,0.78,29,99,100,16,0.88,20092974
97,7,0.7000000000000001,18,92,100,6,0.9,33691993
87,21,0.8,15,99,100,6,0.9,26789491
96,41,0.8,33,99,100,25,0.85,21983524
80,2,1.0,13,99,0,1,1.0,31380955
93,95,1.0,25,92,100,3,1.0,30565029
90,10,0.75,26,99,100,8,0.9,21625348
89,74,1.0,18,100,83,11,1.0,26261137
73,14,1.0,5,99,100,3,1.0,27423932
0,29,1.0,7,101,100,0,1.0,35963289
98,106,0.8300000000000001,38,99,100,98,1.0,16947972
95,266,0.8,28,92,90,12,0.9,22534238
94,308,0.7000000000000001,39,92,100,10,0.9,27586383
93,266,0.9,33,92,90,11,0.95,15771351
100,7,0.7000000000000001,18,92,100,1,0.9,35237950
100,22,1.0,8,98,80,1,1.0,30371854
82,671,0.9,16,92,98,12,1.0,31514056
93,121,0.5,23,92,100,19,0.98,18487739
91,296,0.65,7,99,100,43,0.95,137979
88,8,0.75,40,94,100,8,0.9,20945675
97,6,1.0,19,99,50,6,1.0,27808813
0,146,1.0,20,99,100,0,1.0,33424844
100,120,1.0,35,95,96,9,1.0,28180621
80,7,0.8,12,92,100,4,0.9,32276779
90,296,0.7000000000000001,6,92,100,6,0.9,18789894
84,74,1.0,17,100,83,17,1.0,26261721
70,166,0.8200000000000001,19,92,100,6,0.9,33498568
86,221,0.7000000000000001,16,92,100,13,0.9,10964015
90,3,1.0,12,99,50,2,1.0,31218516
0,3,1.0,12,99,50,0,1.0,31221220
60,3,0.7000000000000001,19,95,100,2,0.85,31073761
93,31,0.9,18,99,100,30,1.0,24267812
84,221,0.7000000000000001,16,92,100,10,0.9,16917431
0,165,1.0,20,95,100,0,1.0,34976660
90,22,1.0,7,98,80,2,1.0,30372638
0,2,0.9,9,92,100,0,0.95,35999201
88,65,0.7000000000000001,21,92,100,13,0.9,22598736
100,4,0.6000000000000001,23,99,0,1,0.95,17159903
0,311,1.0,21,92,100,0,1.0,23279872
98,47,0.67,51,92,100,17,0.86,23372339
60,30,1.0,37,96,100,3,1.0,32418503
100,84,0.92,22,96,100,4,0.95,34066368
0,3,1.0,9,99,50,0,1.0,31167688
97,84,0.55,22,92,100,32,0.9,21949107
96,302,1.0,12,92,100,15,1.0,14201190
0,14,1.0,24,99,100,0,1.0,35798402
76,102,1.0,15,101,60,5,1.0,27963042
0,1,0.75,41,99,0,0,0.9,33222713
0,1,1.0,30,99,100,0,1.0,35803297
60,25,1.0,10,95,100,1,1.0,34229567
98,129,0.86,20,99,100,17,0.91,25228492
100,165,1.0,35,100,100,3,1.0,33372111
99,46,0.85,17,92,90,17,1.0,23881913
0,9,1.0,13,98,100,0,1.0,22790194
100,120,0.95,41,98,96,1,0.97,27791432
0,7,0.8200000000000001,23,94,100,0,0.9,32912160
100,7,0.9,27,95,0,5,1.0,22727338
0,202,1.0,25,92,97,0,1.0,35130471
100,196,1.0,38,99,89,5,0.84,331418
0,53,0.9,16,92,100,0,0.95,34052251
100,9,0.85,10,99,100,2,1.0,22436740
97,4,1.0,39,99,0,13,1.0,27896674
93,65,0.7000000000000001,12,92,100,12,0.9,22598393
100,2,0.8,31,99,100,2,0.85,30953721
0,3,1.0,13,99,50,0,1.0,31219580
97,8,0.8,43,96,100,8,0.85,22108010
0,3,1.0,11,99,50,0,1.0,31221501
90,65,0.7000000000000001,19,92,100,4,0.9,22719365
100,30,1.0,37,96,100,2,1.0,32781148
0,7,1.0,34,96,100,0,1.0,33933274
100,68,0.8,9,92,100,13,1.0,20181538
0,165,1.0,26,95,100,0,1.0,34478340
80,30,0.85,27,95,100,2,0.9,33969161
100,3,1.0,9,99,50,1,1.0,31221280
89,221,0.7000000000000001,8,92,100,15,0.9,16522805
94,49,1.0,21,92,100,7,1.0,26819174
0,114,1.0,14,98,100,0,1.0,35830791
84,74,1.0,17,99,83,5,1.0,26261690
0,30,1.0,37,96,100,0,1.0,33946573
0,30,0.85,27,95,100,0,0.9,33971746
96,223,0.85,16,96,88,28,0.9,20309757
0,3,1.0,9,99,50,0,1.0,31220367
100,50,1.0,18,92,100,41,1.0,13045879
100,3,1.0,34,96,100,2,1.0,33559077
94,8,1.0,15,99,100,8,1.0,3319713
93,6,0.75,56,99,100,3,0.85,31875942
0,30,0.85,27,95,100,0,0.9,33972096
0,0,0.51,10,96,100,0,0.95,34087772
100,25,0.8,32,96,100,1,1.0,33552096
80,2,0.75,12,99,100,1,1.0,27932342
0,86,1.0,4,99,100,0,1.0,24668253
100,4,0.7000000000000001,25,92,0,3,0.85,25538483
100,9,0.75,23,92,100,1,0.85,31647981
100,1,0.9,29,99,0,1,0.9,33049214
73,671,1.0,31,99,98,3,1.0,32750795
0,30,0.85,27,95,100,0,0.9,33969803
100,66,1.0,14,99,94,4,0.9,25200358
0,66,0.85,29,99,94,0,0.9,25212469
90,17,0.72,18,99,100,2,0.93,33290303
97,242,0.85,19,92,100,13,0.9,30912562
100,30,0.85,27,95,100,1,0.9,33971856
0,30,0.85,27,95,100,0,0.9,33971230
100,15,1.0,21,99,100,1,1.0,34977063
85,74,1.0,19,99,83,16,1.0,26261706
0,0,0.6000000000000001,3,92,0,0,0.9,35374809
100,1,0.85,16,96,100,1,0.9,31241888
0,230,0.9,27,99,100,0,0.95,25903588
0,671,1.0,16,99,98,0,1.0,35883503
91,27,0.55,22,101,67,18,0.9,8991983
87,111,1.0,10,99,50,54,1.0,16971439
0,1,1.0,6,96,0,0,0.9,32923907
100,1,0.62,16,99,0,1,0.8,12763930
0,0,1.0,25,96,100,0,1.0,34719965
80,43,0.9,24,101,100,1,0.99,33227667
0,66,0.85,12,99,94,0,0.9,25036255
0,0,0.75,40,99,90,0,0.9,33607440
100,24,1.0,8,99,100,24,1.0,8613726
0,30,0.75,36,96,100,0,0.92,33796952
0,1,1.0,16,92,100,0,1.0,33133670
97,276,0.85,10,95,86,7,0.9,32992983
80,5,0.7000000000000001,11,96,0,1,0.8,31021717
100,3,0.7000000000000001,24,99,100,2,0.85,33467854
100,9,0.75,19,92,100,1,0.85,28896960
98,100,0.56,22,99,90,10,0.87,24755825
0,30,0.85,27,95,100,0,0.9,33971460
0,14,1.0,12,99,100,0,1.0,30204836
0,3,1.0,10,99,50,0,1.0,31221428
98,68,1.0,10,92,100,10,1.0,20180954
0,3,1.0,9,99,50,0,1.0,31221395
0,182,1.0,40,99,92,0,1.0,35383679
80,30,0.85,27,95,100,1,0.9,33971345
0,0,0.8,16,92,100,0,0.9,33369507
0,3,0.8,23,95,100,0,0.9,32897027
0,1,1.0,18,99,0,0,1.0,12763108
0,0,1.0,15,94,0,0,1.0,30604271
90,23,0.67,14,99,100,22,0.84,11325749
0,3,1.0,13,99,50,0,1.0,31221081
0,7,1.0,23,101,100,0,1.0,35386432
0,1,0.6000000000000001,49,99,100,0,0.8,35262672
100,12,0.6000000000000001,11,101,83,7,0.79,27787243
100,3,0.6000000000000001,27,95,100,1,0.8,31013051
100,4,1.0,11,99,100,1,1.0,28225203
0,30,0.85,27,95,100,0,0.9,33971421
0,3,1.0,9,99,50,0,1.0,31221458
100,1,0.7000000000000001,15,96,0,1,0.9,17943163
100,7,1.0,11,99,57,2,1.0,29004980
0,1,0.9,9,99,100,0,0.9,35191017
0,3,1.0,11,99,33,0,1.0,31221334
0,1,1.0,24,99,100,0,1.0,35743615
0,1,1.0,28,92,0,1,0.8200000000000001,22983610
93,23,1.0,21,98,100,6,1.0,32292081
95,21,0.7000000000000001,30,99,100,21,0.87,17115733
94,7,1.0,18,96,100,7,1.0,29827712
89,65,0.7000000000000001,16,92,100,7,0.9,18362280
0,19,1.0,14,99,90,0,1.0,30732765
100,1,1.0,31,96,100,1,1.0,34483597
60,7,0.8,34,96,100,2,0.9,34142613
88,85,0.62,63,92,90,19,0.8200000000000001,17175828
100,25,1.0,13,96,100,10,1.0,32213190
0,1,0.6000000000000001,49,99,100,1,0.8,35262550
100,7,0.85,13,92,0,3,0.9,32190921
80,4,0.65,31,99,100,4,0.9,29487277
98,9,0.9,77,99,100,9,1.0,30822600
0,30,0.85,25,95,100,0,0.9,33744380
96,296,1.0,6,99,100,11,1.0,22291864
85,74,1.0,20,100,83,17,1.0,26261660
89,65,0.7000000000000001,21,92,100,15,0.9,18362006
100,49,0.7000000000000001,9,92,100,4,1.0,34472312
82,77,0.53,19,99,90,9,0.86,237109
85,23,1.0,21,98,100,17,1.0,30041390
80,19,1.0,17,94,90,3,1.0,30732025
100,120,0.95,34,96,96,14,0.97,27636785
100,65,0.84,15,98,100,4,1.0,33420212
87,221,0.7000000000000001,20,92,100,35,0.9,1654919
99,23,0.75,21,92,100,20,1.0,23090928
98,107,0.8,26,99,100,34,0.93,4729263
91,671,0.75,32,92,98,9,0.95,27473771
98,1337,1.0,39,99,100,9,1.0,31470188
97,42,0.7000000000000001,25,99,100,42,0.86,22600415
87,221,0.7000000000000001,14,92,100,39,0.9,2577691
98,46,0.85,29,98,100,40,0.95,19181693
90,221,0.7000000000000001,17,92,100,28,0.9,2531029
89,379,0.7000000000000001,44,101,100,33,0.8,29366707
96,338,1.0,27,100,93,140,1.0,6678814
93,6,0.67,54,95,0,6,0.8200000000000001,29258250
87,617,0.95,32,100,100,14,1.0,18870252
88,473,1.0,41,99,97,27,1.0,24303454
89,114,0.7000000000000001,23,99,100,16,0.95,12470308
99,533,1.0,39,99,100,23,1.0,27368582
100,2185,0.95,38,94,100,9,0.95,32473701
86,540,0.9,34,100,100,31,0.95,26075090
94,411,0.8,33,100,100,89,0.95,4867998
93,43,1.0,41,99,100,38,1.0,28602185
94,134,1.0,12,95,100,26,1.0,15398638
98,780,0.85,38,100,100,75,0.9,16302441
92,22,1.0,19,96,100,22,1.0,29060244
96,1213,0.89,37,99,100,482,0.94,202108
93,691,0.8,32,99,100,251,1.0,2477090
94,115,0.8,96,96,100,104,0.9,16207762
95,141,0.9,19,103,100,109,1.0,9348083
97,314,0.8,16,105,100,51,0.9,25398524
91,672,1.0,30,109,91,234,1.0,2909465
91,633,1.0,27,105,100,63,1.0,5406831
94,780,1.0,58,109,100,208,1.0,7716397
92,2551,0.95,34,105,97,145,1.0,131587
98,32,0.8,25,111,100,16,1.0,32859315
96,329,1.0,59,104,100,95,1.0,19269168
92,2289,1.0,14,103,98,18,1.0,31962385
92,2185,0.95,36,104,100,139,0.95,14788256
96,174,0.7000000000000001,89,109,100,173,0.92,6935888
93,2185,0.95,28,104,100,144,0.95,11923188
92,211,1.0,45,105,100,111,1.0,12680183
91,589,1.0,31,104,100,220,1.0,3145995
97,329,1.0,61,104,100,113,1.0,13923739
92,117,0.7000000000000001,17,103,100,101,0.95,17268389
